"","Complaint","Lat","Lon"
"10521","Noise - Park",40.82413144,-73.94097148
"10522","Noise - Park",40.78516561,-73.91608245
"10523","Noise - Park",40.84896845,-73.91481277
"10524","Noise - Park",40.77230057,-73.98623728
"10525","Noise - Park",40.64575255,-73.9810563
"10526","Noise - Park",40.81262378,-73.96301466
"10527","Noise - Park",40.71025074,-73.99616575
"10528","Noise - Park",40.78229519,-73.96512584
"10529","Noise - Park",40.71562216,-73.99427522
"10530","Noise - Park",40.71562216,-73.99427522
"10531","Noise - Park",40.7202352,-73.98447673
"10532","Noise - Park",40.64575255,-73.9810563
"10533","Noise - Park",40.70811261,-73.83706943
"10534","Noise - Park",40.58086212,-73.83181782
"10535","Noise - Park",40.8208402,-73.8726489
"10536","Noise - Park",40.74840747,-73.97093614
"10537","Noise - Park",40.78969582,-73.96797851
"10538","Noise - Park",40.60055241,-73.97273982
"10539","Noise - Park",40.71025074,-73.99616575
"10540","Noise - Park",40.78930759,-73.94339664
"10541","Noise - Park",40.87100884,-73.91925358
"10542","Noise - Park",40.63227974,-73.97389777
"10543","Noise - Park",NA,NA
"10544","Noise - Park",40.71562216,-73.99427522
"10545","Noise - Park",40.62432183,-73.98496374
"10546","Noise - Park",40.81542579,-73.89846846
"10547","Noise - Park",40.56011322,-74.14893697
"10548","Noise - Park",40.74128024,-73.90256544
"10549","Noise - Park",40.73595507,-73.99047744
"10550","Noise - Park",40.71562216,-73.99427522
"10551","Noise - Park",40.74278773,-73.882632
"10552","Noise - Park",40.70964371,-73.83481132
"10553","Noise - Park",NA,NA
"10554","Noise - Park",40.68954341,-73.97114209
"10555","Noise - Park",40.78744962,-73.94976475
"10556","Noise - Park",40.78408258,-73.95856731
"10557","Noise - Park",40.72365037,-73.99102396
"10558","Noise - Park",40.6471319,-74.00462341
"10559","Noise - Park",40.74128024,-73.90256544
"10560","Noise - Park",40.61271689,-74.09839226
"10561","Noise - Park",40.82328483,-73.88760983
"10562","Noise - Park",40.72965349,-74.00220452
"10563","Noise - Park",40.69397339,-73.94186924
"10564","Noise - Park",40.71055807,-73.99414219
"10565","Noise - Park",40.6917582,-73.94155385
"10566","Noise - Park",40.67216072,-73.98546846
"10567","Noise - Park",40.71562216,-73.99427522
"10568","Noise - Park",40.89787809,-73.8969933
"10569","Noise - Park",40.62180121,-73.95882294
"10570","Noise - Park",40.57800145,-73.99371104
"10571","Noise - Park",40.73073886,-73.85873139
"10572","Noise - Park",40.8824682,-73.91578604
"10573","Noise - Park",40.71562216,-73.99427522
"10574","Noise - Park",40.8289858,-73.93896171
"10575","Noise - Park",40.59661153,-73.95692642
"10576","Noise - Park",40.69086486,-73.8393004
"10577","Noise - Park",40.79803731,-73.96002861
"10578","Noise - Park",40.83986068,-73.88813839
"10579","Noise - Park",40.78838599,-73.93923728
"10580","Noise - Park",40.5923394,-73.98439484
"10581","Noise - Park",40.6471319,-74.00462341
"10582","Noise - Park",40.6460243,-73.98111748
"10583","Noise - Park",40.69814607,-73.99144213
"10584","Noise - Park",40.70085801,-73.95591416
"10585","Noise - Park",40.87166977,-73.89779683
"10586","Noise - Park",40.6613542,-73.9696801
"10587","Noise - Park",40.74130594,-73.71369702
"10588","Noise - Park",40.73141011,-73.99697276
"10589","Noise - Park",40.71562216,-73.99427522
"10590","Noise - Park",40.63746939,-73.91917226
"10591","Noise - Park",40.75320484,-73.98223126
"10592","Noise - Park",40.71055807,-73.99414219
"10593","Noise - Park",40.65872327,-73.97515611
"10594","Noise - Park",40.77366976,-73.93609157
"10595","Noise - Park",40.72308118,-73.82672561
"10596","Noise - Park",40.6471319,-74.00462341
"10597","Noise - Park",NA,NA
"10598","Noise - Park",40.72342524,-73.99027359
"10599","Noise - Park",40.67415454,-73.76839661
"10600","Noise - Park",40.78909868,-73.90869242
"10601","Noise - Park",40.83793321,-73.87166571
"10602","Noise - Park",40.68464082,-73.88908745
"10603","Noise - Park",40.72532531,-73.97621002
"10604","Noise - Park",40.72559992,-73.97687376
"10605","Noise - Park",40.76297682,-73.82531505
"10606","Noise - Park",40.69476431,-73.7955048
"10607","Noise - Park",40.63797646,-73.98039193
"10608","Noise - Park",40.78909868,-73.90869242
"10609","Noise - Park",40.7415697,-73.71380415
"10610","Noise - Park",40.71562216,-73.99427522
"10611","Noise - Park",40.62432183,-73.98496374
"10612","Noise - Park",40.7349487,-73.8454257
"10613","Noise - Park",40.68962075,-73.9731253
"10614","Noise - Park",40.75483229,-73.85430928
"10615","Noise - Park",40.81462181,-73.90857793
"10616","Noise - Park",40.69382304,-73.94309906
"10617","Noise - Park",40.7260542,-73.98536651
"10618","Noise - Park",40.73595507,-73.99047744
"10619","Noise - Park",40.74087343,-73.98798315
"10620","Noise - Park",40.70259527,-73.85529263
"10621","Noise - Park",40.68415079,-73.88479761
"10622","Noise - Park",40.7415697,-73.71380415
"10623","Noise - Park",40.71582811,-74.00353877
"10624","Noise - Park",40.72605395,-73.98353372
"10625","Noise - Park",40.73566544,-73.84569466
"10626","Noise - Park",40.73619707,-73.84103136
"10627","Noise - Park",40.6471319,-74.00462341
"10628","Noise - Park",40.67415454,-73.76839661
"10629","Noise - Park",40.67376876,-73.77595052
"10630","Noise - Park",40.7354257,-73.97474863
"10631","Noise - Park",40.6613542,-73.9696801
"10632","Noise - Park",40.62432183,-73.98496374
"10633","Noise - Park",40.73619707,-73.84103136
"10634","Noise - Park",40.73104235,-73.99960311
"10635","Noise - Park",40.6613542,-73.9696801
"10636","Noise - Park",40.67836486,-73.77947909
"10637","Noise - Park",40.66460568,-73.97684445
"10638","Noise - Park",40.80389399,-73.96688805
"10639","Noise - Park",40.7121838,-73.93972156
"10640","Noise - Park",40.77177531,-73.96753222
"10641","Noise - Park",40.6979595,-73.97377468
"10642","Noise - Park",40.78229519,-73.96512584
"10643","Noise - Park",40.75635718,-73.82577277
"10644","Noise - Park",40.85997722,-73.90078643
"10645","Noise - Park",40.78229519,-73.96512584
"10646","Noise - Park",40.83142128,-73.92642398
"10647","Noise - Park",40.71055807,-73.99414219
"10648","Noise - Park",40.63746939,-73.91917226
"10649","Noise - Park",40.65691583,-73.95313919
"10650","Noise - Park",NA,NA
"10651","Noise - Park",40.90450323,-73.89641146
"10652","Noise - Park",40.72348686,-73.95164569
"10653","Noise - Park",40.65671128,-73.95647674
"10654","Noise - Park",40.75635718,-73.82577277
"10655","Noise - Park",40.60179576,-73.97256646
"10656","Noise - Park",40.70478512,-74.01409863
"10657","Noise - Park",40.68464082,-73.88908745
"10658","Noise - Park",40.79788748,-73.97346082
"10659","Noise - Park",40.71562216,-73.99427522
"10660","Noise - Park",40.71562216,-73.99427522
"10661","Noise - Park",40.64575255,-73.9810563
"10662","Noise - Park",40.63797646,-73.98039193
"10663","Noise - Park",40.6460243,-73.98111748
"10664","Noise - Park",40.72148775,-73.99511529
"10665","Noise - Park",40.82328483,-73.88760983
"10666","Noise - Park",40.59931454,-73.97290957
"10667","Noise - Park",40.60055241,-73.97273982
"10668","Noise - Park",40.78942768,-73.97117824
"10669","Noise - Park",40.68973631,-73.89032301
"10670","Noise - Park",40.60055241,-73.97273982
"10671","Noise - Park",40.82634975,-73.89844095
"10672","Noise - Park",40.75635718,-73.82577277
"10673","Noise - Park",40.83130723,-73.94315855
"10674","Noise - Park",40.75647412,-73.94726506
"10675","Noise - Park",40.77622111,-73.97595354
"10676","Noise - Park",40.72342524,-73.99027359
"10677","Noise - Park",40.64846576,-74.00682174
"10678","Noise - Park",40.7603532,-73.99123199
"10679","Noise - Park",40.72636173,-73.84853396
"10680","Noise - Park",40.73088313,-73.99759338
"10681","Noise - Park",40.68506892,-73.9821124
"10682","Noise - Park",40.72786606,-73.97219706
"10683","Noise - Park",40.87100884,-73.91925358
"10684","Noise - Park",40.64797458,-74.00370094
"10685","Noise - Park",40.88688328,-73.86537961
"10686","Noise - Park",40.6460243,-73.98111748
"10687","Noise - Park",40.6471319,-74.00462341
"10688","Noise - Park",40.74141018,-73.90368034
"10689","Noise - Park",40.68068953,-73.97430426
"10690","Noise - Park",40.72532531,-73.97621002
"10691","Noise - Park",40.75635718,-73.82577277
"10692","Noise - Park",40.74840957,-73.89763224
"10693","Noise - Park",NA,NA
"10694","Noise - Park",40.60055241,-73.97273982
"10695","Noise - Park",40.60055241,-73.97273982
"10696","Noise - Park",40.67839487,-74.00589103
"10697","Noise - Park",40.70552316,-73.94712503
"10698","Noise - Park",40.84536979,-73.94051891
"10699","Noise - Park",40.6998478,-73.99103077
"10700","Noise - Park",40.82557253,-73.94119784
"10701","Noise - Park",40.75635718,-73.82577277
"10702","Noise - Park",40.72342524,-73.99027359
"10703","Noise - Park",40.74214141,-73.98705547
"10704","Noise - Park",40.82936042,-73.85902066
"10705","Noise - Park",40.8013515,-73.95606071
"10706","Noise - Park",40.75635718,-73.82577277
"10707","Noise - Park",40.70068793,-73.95615952
"10708","Noise - Park",40.73311602,-73.87057223
"10709","Noise - Park",40.71838248,-73.9844519
"10710","Noise - Park",40.74689077,-73.92079709
"10711","Noise - Park",40.72636173,-73.84853396
"10712","Noise - Park",40.6302496,-73.89131784
"10713","Noise - Park",40.73713256,-73.99032932
"10714","Noise - Park",40.81964456,-73.87613406
"10715","Noise - Park",40.7415697,-73.71380415
"10716","Noise - Park",40.64424178,-74.10654649
"10717","Noise - Park",40.6471319,-74.00462341
"10718","Noise - Park",40.79667102,-73.93197383
"10719","Noise - Park",40.6460243,-73.98111748
"10720","Noise - Park",40.6471319,-74.00462341
"10721","Noise - Park",40.75635718,-73.82577277
"10722","Noise - Park",40.69086486,-73.8393004
"10723","Noise - Park",40.63797646,-73.98039193
"10724","Noise - Park",40.78838599,-73.93923728
"10725","Noise - Park",40.6460243,-73.98111748
"10726","Noise - Park",40.72605395,-73.98353372
"10727","Noise - Park",NA,NA
"10728","Noise - Park",40.6917582,-73.94155385
"10729","Noise - Park",40.59931454,-73.97290957
"10730","Noise - Park",40.74048176,-73.9028553
"10731","Noise - Park",40.73713256,-73.99032932
"10732","Noise - Park",40.678484,-73.89461018
"10733","Noise - Park",40.60055241,-73.97273982
"10734","Noise - Park",40.62940288,-74.0110673
"10735","Noise - Park",40.87492967,-73.86497351
"10736","Noise - Park",40.71274564,-74.0060095
"10737","Noise - Park",40.63746939,-73.91917226
"10738","Noise - Park",40.81711658,-73.94800821
"10739","Noise - Park",40.57477338,-73.97336229
"10740","Noise - Park",40.61163682,-73.95077946
"10741","Noise - Park",40.72839362,-74.00312813
"10742","Noise - Park",40.71838248,-73.9844519
"10743","Noise - Park",40.62403915,-73.98524839
"10744","Noise - Park",40.6225229,-74.13471398
"10745","Noise - Park",40.7300064,-73.98353635
"10746","Noise - Park",40.72532531,-73.97621002
"10747","Noise - Park",40.71240883,-73.97801819
"10748","Noise - Park",40.73141011,-73.99697276
"10749","Noise - Park",40.71055807,-73.99414219
"10750","Noise - Park",40.84377159,-73.78519428
"10751","Noise - Park",40.75647412,-73.94726506
"10752","Noise - Park",40.73259304,-73.97441053
"10753","Noise - Park",40.73595507,-73.99047744
"10754","Noise - Park",40.6471319,-74.00462341
"10755","Noise - Park",40.73697612,-73.99045203
"10756","Noise - Park",40.78229519,-73.96512584
"10757","Noise - Park",40.86355918,-73.90753813
"10758","Noise - Park",40.73841163,-73.84676726
"10759","Noise - Park",40.68973631,-73.89032301
"10760","Noise - Park",40.68973631,-73.89032301
"10761","Noise - Park",40.73841163,-73.84676726
"10762","Noise - Park",40.7863726,-73.93165574
"10763","Noise - Park",40.80113995,-73.96333889
"10764","Noise - Park",40.78229519,-73.96512584
"10765","Noise - Park",40.7230834,-73.95874954
"10766","Noise - Park",40.7230834,-73.95874954
"10767","Noise - Park",40.7415697,-73.71380415
"10768","Noise - Park",40.72261972,-73.95926573
"10769","Noise - Park",40.68272292,-73.95488776
"10770","Noise - Park",40.75635718,-73.82577277
"10771","Noise - Park",40.70315194,-74.0144301
"10772","Noise - Park",40.82781896,-73.87418207
"10773","Noise - Park",40.57975202,-73.95448932
"10774","Noise - Park",40.75635718,-73.82577277
"10775","Noise - Park",40.73595507,-73.99047744
"10776","Noise - Park",40.68438882,-73.9865619
"10777","Noise - Park",40.73088313,-73.99759338
"10778","Noise - Park",40.87249774,-73.9171763
"10779","Noise - Park",40.71518984,-73.93561376
"10780","Noise - Park",40.73619707,-73.84103136
"10781","Noise - Park",40.6298778,-74.01035405
"10782","Noise - Park",40.6460243,-73.98111748
"10783","Noise - Park",40.74060843,-73.84960222
"10784","Noise - Park",40.86563253,-73.92839993
"10785","Noise - Park",40.76482805,-73.86984637
"10786","Noise - Park",40.71025074,-73.99616575
"10787","Noise - Park",40.77622111,-73.97595354
"10788","Noise - Park",40.74130594,-73.71369702
"10789","Noise - Park",40.74130594,-73.71369702
"10790","Noise - Park",40.80694598,-73.91738068
"10791","Noise - Park",40.7415697,-73.71380415
"10792","Noise - Park",40.82892541,-73.95039469
"10793","Noise - Park",40.81711658,-73.94800821
"10794","Noise - Park",40.6460243,-73.98111748
"10795","Noise - Park",40.71744753,-73.93835681
"10796","Noise - Park",40.6460243,-73.98111748
"10797","Noise - Park",40.6737572,-73.85412588
"10798","Noise - Park",40.71025074,-73.99616575
"10799","Noise - Park",40.71677946,-73.93634091
"10800","Noise - Park",40.7230834,-73.95874954
"10801","Noise - Park",40.71518984,-73.93561376
"10802","Noise - Park",40.76081061,-73.91862191
"10803","Noise - Park",40.64575255,-73.9810563
"10804","Noise - Park",40.71612329,-73.9360277
"10805","Noise - Park",40.68431678,-73.89475961
"10806","Noise - Park",40.73443443,-73.98990393
"10807","Noise - Park",40.62218786,-74.08263557
"10808","Noise - Park",40.63148589,-74.01372648
"10809","Noise - Park",40.6460243,-73.98111748
"10810","Noise - Park",40.71551752,-73.85303526
"10811","Noise - Park",40.63328456,-73.89049865
"10812","Noise - Park",40.64575255,-73.9810563
"10813","Noise - Park",40.63848027,-74.03605289
"10814","Noise - Park",40.63827866,-74.03088952
"10815","Noise - Park",40.75635718,-73.82577277
"10816","Noise - Park",40.83712341,-73.890174
"10817","Noise - Park",40.66319107,-73.93726434
"10818","Noise - Park",40.73192062,-73.99660831
"10819","Noise - Park",40.83489177,-73.93775291
"10820","Noise - Park",40.72636173,-73.84853396
"10821","Noise - Park",40.81711658,-73.94800821
"10822","Noise - Park",40.82332627,-73.91335699
"10823","Noise - Park",40.62218786,-74.08263557
"10824","Noise - Park",40.78031239,-73.98567956
"10825","Noise - Park",40.70762333,-73.96213153
"10826","Noise - Park",40.79403176,-73.97630465
"10827","Noise - Park",40.80278788,-73.95846898
"10828","Noise - Park",40.78229519,-73.96512584
"10829","Noise - Park",40.83945007,-73.92723548
"10830","Noise - Park",40.82310359,-73.92457242
"10831","Noise - Park",40.69059197,-73.97135439
"10832","Noise - Park",40.82959223,-73.95005814
"10833","Noise - Park",40.71677946,-73.93634091
"10834","Noise - Park",40.58909637,-73.92095903
"10835","Noise - Park",40.81674338,-73.94818192
"10836","Noise - Park",40.71677946,-73.93634091
"10837","Noise - Park",40.7415697,-73.71380415
"10838","Noise - Park",40.86914718,-73.92214111
"10839","Noise - Park",40.71562216,-73.99427522
"10840","Noise - Park",40.71562216,-73.99427522
"10841","Noise - Park",40.67466308,-73.94023855
"10842","Noise - Park",40.7295519,-73.99657235
"10843","Noise - Park",40.7415697,-73.71380415
"10844","Noise - Park",40.68468724,-73.98113177
"10845","Noise - Park",40.62432183,-73.98496374
"10846","Noise - Park",40.62432183,-73.98496374
"10847","Noise - Park",40.88735651,-73.91580878
"10848","Noise - Park",40.69979066,-73.95009046
"10849","Noise - Park",40.82557253,-73.94119784
"10850","Noise - Park",40.82892541,-73.95039469
"10851","Noise - Park",40.6288775,-73.98042703
"10852","Noise - Park",40.71055807,-73.99414219
"10853","Noise - Park",40.69022488,-73.83898462
"10854","Noise - Park",40.59081097,-73.78951855
"10855","Noise - Park",40.80513733,-73.94523982
"10856","Noise - Park",40.63363819,-74.03692577
"10857","Noise - Park",40.71562216,-73.99427522
"10858","Noise - Park",40.78905143,-73.97030087
"10859","Noise - Park",40.67609498,-73.94991352
"10860","Noise - Park",40.71055807,-73.99414219
"10861","Noise - Park",40.74689077,-73.92079709
"10862","Noise - Park",40.87085734,-73.89779084
"10863","Noise - Park",40.7074366,-73.915495
"10864","Noise - Park",40.69173908,-73.94174138
"10865","Noise - Park",40.80133776,-73.9560246
"10866","Noise - Park",40.70523053,-74.00475007
"10867","Noise - Park",40.68431678,-73.89475961
"10868","Noise - Park",40.84266867,-73.90684433
"10869","Noise - Park",40.75635718,-73.82577277
"10870","Noise - Park",40.62318288,-73.98610232
"10871","Noise - Park",40.72636173,-73.84853396
"10872","Noise - Park",40.72170509,-73.95064767
"10873","Noise - Park",40.6568122,-73.95481158
"10874","Noise - Park",40.81542579,-73.89846846
"10875","Noise - Park",40.63038477,-73.89499957
"10876","Noise - Park",40.64069492,-74.0113214
"10877","Noise - Park",40.86355918,-73.90753813
"10878","Noise - Park",40.68536135,-73.88220304
"10879","Noise - Park",40.74868466,-73.9116423
"10880","Noise - Park",40.73588925,-73.99120995
"10881","Noise - Park",40.69239369,-73.92944781
"10882","Noise - Park",40.57584058,-73.97116242
"10883","Noise - Park",40.72435638,-73.94429963
"10884","Noise - Park",40.75934849,-73.91980044
"10885","Noise - Park",40.71140069,-74.00620416
"10886","Noise - Park",40.6737572,-73.85412588
"10887","Noise - Park",40.79190511,-73.94547823
"10888","Noise - Park",40.71055807,-73.99414219
"10889","Noise - Park",40.67467955,-73.94023854
"10890","Noise - Park",40.74130594,-73.71369702
"10891","Noise - Park",40.67276747,-73.98670844
"10892","Noise - Park",40.65679033,-73.95504225
"10893","Noise - Park",40.64898543,-73.96684961
"10894","Noise - Park",40.67331613,-73.98436868
"10895","Noise - Park",40.72031794,-74.01216827
"10896","Noise - Park",40.6737572,-73.85412588
"10897","Noise - Park",40.61972565,-73.95744822
"10898","Noise - Park",40.71440596,-73.9902208
"10899","Noise - Park",40.75050114,-73.82300179
"10900","Noise - Park",40.68802032,-73.88979218
"10901","Noise - Park",40.71274564,-74.0060095
"10902","Noise - Park",40.65488243,-73.96188035
"10903","Noise - Park",40.82860212,-73.92174771
"10904","Noise - Park",40.6737572,-73.85412588
"10905","Noise - Park",40.72532531,-73.97621002
"10906","Noise - Park",40.58470428,-73.81197446
"10907","Noise - Park",40.82892541,-73.95039469
"10908","Noise - Park",40.66850625,-73.92560518
"10909","Noise - Park",40.70932835,-73.95588692
"10910","Noise - Park",40.82486192,-73.94172961
"10911","Noise - Park",40.63085298,-73.89081608
"10912","Noise - Park",40.74840957,-73.89763224
"10913","Noise - Park",40.74798772,-73.91193195
"10914","Noise - Park",40.79123014,-73.94597354
"10915","Noise - Park",40.64575255,-73.9810563
"10916","Noise - Park",40.73511251,-73.99145903
"10917","Noise - Park",40.68179219,-73.93685023
"10918","Noise - Park",40.77303219,-73.9782834
"10919","Noise - Park",40.83024257,-73.94968908
"10920","Noise - Park",40.77838315,-73.98848549
"10921","Noise - Park",40.73588925,-73.99120995
"10922","Noise - Park",40.75849777,-73.82556864
"10923","Noise - Park",40.83024257,-73.94968908
"10924","Noise - Park",40.71055807,-73.99414219
"10925","Noise - Park",40.78905143,-73.97030087
"10926","Noise - Park",40.82892541,-73.95039469
"10927","Noise - Park",40.73991208,-73.90432845
"10928","Noise - Park",40.729766,-73.99702696
"10929","Noise - Park",40.68468724,-73.98113177
"10930","Noise - Park",40.6471319,-74.00462341
"10931","Noise - Park",40.82835528,-73.94042934
"10932","Noise - Park",40.84403264,-73.91745389
"10933","Noise - Park",40.81814653,-73.89928443
"10934","Noise - Park",40.6942307,-73.94607739
"10935","Noise - Park",40.73619707,-73.84103136
"10936","Noise - Park",40.64575255,-73.9810563
"10937","Noise - Park",40.74648175,-73.75889535
"10938","Noise - Park",40.87302289,-73.91845926
"10939","Noise - Park",40.6471319,-74.00462341
"10940","Noise - Park",40.6471319,-74.00462341
"10941","Noise - Park",40.72031794,-74.01216827
"10942","Noise - Park",40.7863726,-73.93165574
"10943","Noise - Park",40.79192349,-73.93837091
"10944","Noise - Park",40.64498948,-73.98091598
"10945","Noise - Park",40.67296764,-73.94185871
"10946","Noise - Park",40.77333932,-73.92108335
"10947","Noise - Park",40.79358813,-73.93577991
"10948","Noise - Park",40.6917582,-73.94155385
"10949","Noise - Park",40.70685211,-73.9481952
"10950","Noise - Park",40.84266293,-73.90653351
"10951","Noise - Park",40.75635718,-73.82577277
"10952","Noise - Park",40.77246136,-73.96704088
"10953","Noise - Park",40.60362219,-73.74909725
"10954","Noise - Park",40.77246136,-73.96704088
"10955","Noise - Park",40.64575255,-73.9810563
"10956","Noise - Park",40.75764906,-73.82518464
"10957","Noise - Park",40.84291667,-73.93658886
"10958","Noise - Park",40.76296633,-73.97396929
"10959","Noise - Park",40.5923394,-73.98439484
"10960","Noise - Park",NA,NA
"10961","Noise - Park",NA,NA
"10962","Noise - Park",40.73595507,-73.99047744
"10963","Noise - Park",40.73713256,-73.99032932
"10964","Noise - Park",40.75831102,-73.82549694
"10965","Noise - Park",40.77226801,-73.91982821
"10966","Noise - Park",40.5923394,-73.98439484
"10967","Noise - Park",40.59425326,-73.75121009
"10968","Noise - Park",40.79155859,-73.93864933
"10969","Noise - Park",40.83142128,-73.92642398
"10970","Noise - Park",40.80322395,-73.94459845
"10971","Noise - Park",40.80322395,-73.94459845
"10972","Noise - Park",40.6822862,-73.80804695
"10973","Noise - Park",40.5923394,-73.98439484
"10974","Noise - Park",40.76847556,-73.8278133
"10975","Noise - Park",40.79483376,-73.92169712
"10976","Noise - Park",40.80322395,-73.94459845
"10977","Noise - Park",40.73892435,-73.83833647
"10978","Noise - Park",40.6568122,-73.95481158
"10979","Noise - Park",40.82486192,-73.94172961
"10980","Noise - Park",40.68236534,-73.8077727
"10981","Noise - Park",40.71176566,-73.99232051
"10982","Noise - Park",40.84263811,-73.90638898
"10983","Noise - Park",40.81569237,-73.94867768
"10984","Noise - Park",40.74278773,-73.882632
"10985","Noise - Park",40.80322395,-73.94459845
"10986","Noise - Park",40.76141278,-73.88453763
"10987","Noise - Park",40.61602089,-73.98037317
"10988","Noise - Park",40.73697612,-73.99045203
"10989","Noise - Park",40.68236534,-73.8077727
"10990","Noise - Park",40.73595507,-73.99047744
"10991","Noise - Park",40.83450634,-73.89764793
"10992","Noise - Park",40.87492967,-73.86497351
"10993","Noise - Park",40.72532531,-73.97621002
"10994","Noise - Park",40.81543189,-73.93803484
"10995","Noise - Park",40.71446308,-73.98534381
"10996","Noise - Park",40.69090398,-73.98016361
"10997","Noise - Park",40.63148589,-74.01372648
"10998","Noise - Park",40.68404152,-73.80888921
"10999","Noise - Park",40.83719401,-73.93669189
"11000","Noise - Park",40.72532531,-73.97621002
"11001","Noise - Park",40.78905143,-73.97030087
"11002","Noise - Park",40.82743553,-73.95157737
"11003","Noise - Park",40.80224019,-73.94224425
"11004","Noise - Park",40.73141011,-73.99697276
"11005","Noise - Park",40.75635718,-73.82577277
"11006","Noise - Park",40.80276299,-73.94492031
"11007","Noise - Park",40.79483376,-73.92169712
"11008","Noise - Park",40.73595507,-73.99047744
"11009","Noise - Park",40.73141011,-73.99697276
"11010","Noise - Park",40.71055807,-73.99414219
"11011","Noise - Park",40.81346151,-73.90604709
"11012","Noise - Park",40.73211217,-73.73245951
"11013","Noise - Park",40.74790751,-73.91114168
"11014","Noise - Park",40.7493029,-74.00806278
"11015","Noise - Park",40.69173908,-73.94174138
"11016","Noise - Park",40.67337174,-73.7561819
"11017","Noise - Park",40.57604964,-73.973027
"11018","Noise - Park",40.86553576,-73.9272684
"11019","Noise - Park",40.59444487,-73.98601828
"11020","Noise - Park",40.78296159,-73.80823697
"11021","Noise - Park",40.6460243,-73.98111748
"11022","Noise - Park",40.71888381,-73.95142536
"11023","Noise - Park",40.86267932,-73.90903969
"11024","Noise - Park",40.63746939,-73.91917226
"11025","Noise - Park",40.71926465,-73.82049817
"11026","Noise - Park",40.79916755,-73.93001006
"11027","Noise - Park",40.79600328,-73.93540919
"11028","Noise - Park",40.63148589,-74.01372648
"11029","Noise - Park",40.76011649,-73.98483562
"11030","Noise - Park",40.67959253,-73.93487298
"11031","Noise - Park",40.86516838,-73.92792681
"11032","Noise - Park",40.71515842,-74.00211386
"11033","Noise - Park",40.74274833,-73.84471111
"11034","Noise - Park",40.83226807,-73.9494635
"11035","Noise - Park",40.7863726,-73.93165574
"11036","Noise - Park",40.75635718,-73.82577277
"11037","Noise - Park",40.79281518,-73.93773447
"11038","Noise - Park",40.83024257,-73.94968908
"11039","Noise - Park",40.73637068,-73.87002464
"11040","Noise - Park",40.70968754,-74.01167217
"11041","Noise - Park",40.62432183,-73.98496374
"11042","Noise - Park",40.7728776,-73.99341102
"11043","Noise - Park",40.7415697,-73.71380415
"11044","Noise - Park",40.6471319,-74.00462341
"11045","Noise - Park",40.75849777,-73.82556864
"11046","Noise - Park",40.83024257,-73.94968908
"11047","Noise - Park",40.75635718,-73.82577277
"11048","Noise - Park",40.78441461,-73.81052941
"11049","Noise - Park",40.81989365,-73.94671983
"11050","Noise - Park",40.64097491,-74.01102958
"11051","Noise - Park",40.6982463,-73.9805437
"11052","Noise - Park",40.71107972,-74.00039678
"11053","Noise - Park",40.71562216,-73.99427522
"11054","Noise - Park",40.67415454,-73.76839661
"11055","Noise - Park",40.89041615,-73.86343024
"11056","Noise - Park",40.64575255,-73.9810563
"11057","Noise - Park",40.72532531,-73.97621002
"11058","Noise - Park",40.85311597,-73.92723861
"11059","Noise - Park",40.73141011,-73.99697276
"11060","Noise - Park",40.75655776,-73.84513732
"11061","Noise - Park",40.82625647,-73.9016497
"11062","Noise - Park",40.85371678,-73.92680056
"11063","Noise - Park",40.88735651,-73.91580878
"11064","Noise - Park",40.64498948,-73.98091598
"11065","Noise - Park",40.7415697,-73.71380415
"11066","Noise - Park",40.82959223,-73.95005814
"11067","Noise - Park",40.78441461,-73.81052941
"11068","Noise - Park",40.64498948,-73.98091598
"11069","Noise - Park",40.66172169,-73.91452566
"11070","Noise - Park",40.59926428,-73.74326916
"11071","Noise - Park",40.82943199,-73.94195325
"11072","Noise - Park",40.87249774,-73.9171763
"11073","Noise - Park",40.63081904,-74.01262391
"11074","Noise - Park",40.60997546,-74.0086078
"11075","Noise - Park",40.70109637,-73.95477795
"11076","Noise - Park",40.72784139,-73.83283235
"11077","Noise - Park",40.60860081,-73.96502209
"11078","Noise - Park",40.72636173,-73.84853396
"11079","Noise - Park",40.6460243,-73.98111748
"11080","Noise - Park",40.58082641,-73.83179991
"11081","Noise - Park",40.64498948,-73.98091598
"11082","Noise - Park",40.75589857,-73.87404721
"11083","Noise - Park",40.67276747,-73.98670844
"11084","Noise - Park",40.79852437,-73.9492399
"11085","Noise - Park",40.86586537,-73.92766574
"11086","Noise - Park",40.6613542,-73.9696801
"11087","Noise - Park",40.6471319,-74.00462341
"11088","Noise - Park",40.7415697,-73.71380415
"11089","Noise - Park",40.74524321,-73.90872005
"11090","Noise - Park",40.64954369,-73.83456011
"11091","Noise - Park",40.73064185,-73.95708153
"11092","Noise - Park",40.6460243,-73.98111748
"11093","Noise - Park",40.72972315,-73.95924335
"11094","Noise - Park",40.53609562,-74.14718178
"11095","Noise - Park",40.64575255,-73.9810563
"11096","Noise - Park",40.89041615,-73.86343024
"11097","Noise - Park",40.72636173,-73.84853396
"11098","Noise - Park",40.71055807,-73.99414219
"11099","Noise - Park",40.67702663,-73.95267802
"11100","Noise - Park",40.6917582,-73.94155385
"11101","Noise - Park",40.57526084,-73.96889125
"11102","Noise - Park",40.53540268,-74.24056981
"11103","Noise - Park",40.75553966,-73.82787562
"11104","Noise - Park",40.58351622,-73.95728768
"11105","Noise - Park",40.68469252,-73.89443451
