City,Agency,Complaint,Location,Facility,Lat,Lon
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.75797293,-73.98553637
STATEN ISLAND,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.61641513,-74.10350886
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.66023486,-73.93711213
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.80322395,-73.94459845
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.71562216,-73.99427522
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.57358775,-73.99285474
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.78229519,-73.96512584
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.86553576,-73.9272684
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.82455463,-73.9419539
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.80256169,-73.94299166
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.72911983,-73.98342111
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.73192062,-73.99660831
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.73141011,-73.99697276
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.82641485,-73.94059367
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.72556247,-73.98237572
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.65488243,-73.96188035
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.83268605,-73.93967743
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.73178067,-73.9977052
BRONX,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.82854872,-73.85961859
ASTORIA,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.77580088,-73.92878536
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.82486192,-73.94172961
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.6242118,-73.98327426
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.70573259,-73.96338054
BRONX,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.89041615,-73.86343024
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.62964721,-74.01069987
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.78229519,-73.96512584
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.7353901,-73.97510948
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.78835802,-73.97452271
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.63746939,-73.91917226
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.6460243,-73.98111748
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.71562216,-73.99427522
BRONX,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.89041615,-73.86343024
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.85811206,-73.93298465
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.66301962,-73.94002911
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.7216382,-74.01189073
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.75850595,-73.99074493
JAMAICA,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.68973631,-73.89032301
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.74248108,-73.98204646
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.5923394,-73.98439484
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.61163682,-73.95077946
ASTORIA,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.76081061,-73.91862191
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.67192598,-73.93917755
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.65143327,-73.97581472
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.71055807,-73.99414219
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.85710899,-73.9356029
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,NA,NA
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.6307861,-74.01258427
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.72890566,-73.98289439
BRONX,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.81331606,-73.90951177
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.6869742,-73.94752195
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.70315194,-74.0144301
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.60055241,-73.97273982
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.7585032,-73.99071967
JAMAICA,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.67415454,-73.76839661
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.7202352,-73.98447673
BRONX,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.81452987,-73.86521889
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.71558384,-74.00303013
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.72388232,-73.98015019
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.66023486,-73.93711213
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.6613542,-73.9696801
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.68962075,-73.9731253
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.78229519,-73.96512584
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.81162556,-73.95756034
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.82082868,-73.95082706
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.72402085,-73.99024825
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.78229519,-73.96512584
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.72666597,-73.9830898
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.794498,-73.94364865
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.72230027,-73.99712109
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.66301962,-73.94002911
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.7585032,-73.99071967
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.67737751,-73.97884452
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.72568573,-73.98076659
RIDGEWOOD,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.70259527,-73.85529263
BRONX,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.87959365,-73.87796066
OZONE PARK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.68143839,-73.83864889
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.64748607,-74.00066306
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.70081627,-73.95446077
BRONX,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.88852287,-73.91563732
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.60059358,-73.97274341
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.72230027,-73.99712109
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.6998478,-73.99103077
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.73141011,-73.99697276
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.73713256,-73.99032932
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.74849895,-74.00209687
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.60055241,-73.97273982
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.70454904,-74.01428974
FLUSHING,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.75028401,-73.82280747
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.62403915,-73.98524839
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.6471319,-74.00462341
WOODSIDE,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.74141018,-73.90368034
STATEN ISLAND,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.61916815,-74.10652087
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.678484,-73.89461018
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.73154464,-73.99919177
ASTORIA,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.75817952,-73.93317182
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.70932835,-73.95588692
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.83719401,-73.93669189
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.66023486,-73.93711213
BRONX,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.86230944,-73.90986809
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.65464959,-73.97326552
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.72936969,-73.98399834
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.65734789,-73.97404294
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.678484,-73.89461018
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.6333314,-73.92083459
REGO PARK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.73073886,-73.85873139
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.67276747,-73.98670844
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.74126877,-73.98893938
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.72532531,-73.97621002
WOODSIDE,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.74128024,-73.90256544
JAMAICA,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.66833709,-73.78915855
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.57478203,-73.96471223
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.82455463,-73.9419539
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.71558384,-74.00303013
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.85764013,-73.93324902
LONG ISLAND CITY,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.75647412,-73.94726506
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.80322395,-73.94459845
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.81711658,-73.94800821
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.71562216,-73.99427522
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.71558384,-74.00303013
FLUSHING,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.76469537,-73.79395801
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.79376833,-73.9341076
WHITESTONE,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.78908548,-73.79413532
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.60055241,-73.97273982
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.71021781,-73.99632807
WOODSIDE,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.74128024,-73.90256544
LONG ISLAND CITY,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.75647412,-73.94726506
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.65734789,-73.97404294
RIDGEWOOD,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.70763173,-73.91584101
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.57724405,-74.0000324
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.66919653,-73.96211009
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.69004641,-73.94345566
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.62918697,-73.896846
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.64882,-74.00286853
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.87568317,-73.90837826
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.79483376,-73.92169712
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.7212926,-73.94887303
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.7212926,-73.94887303
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.71562216,-73.99427522
FLUSHING,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.73619707,-73.84103136
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.57604964,-73.973027
BRONX,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.86230944,-73.90986809
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.60179576,-73.97256646
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.79530771,-73.94366602
BRONX,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.82634975,-73.89844095
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.78910863,-73.95257668
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.729766,-73.99702696
BRONX,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.82602887,-73.89872328
FAR ROCKAWAY,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.58756594,-73.81125353
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.76943955,-73.95185782
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.81404952,-73.93482088
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.71452882,-74.01567706
FRESH MEADOWS,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.73138812,-73.77229296
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.73141011,-73.99697276
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.71562216,-73.99427522
RIDGEWOOD,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.68464082,-73.88908745
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.73588925,-73.99120995
BRONX,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.8214864,-73.91216708
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.81160127,-73.93489192
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.8121482,-73.93620996
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.60925247,-73.96904108
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.60055241,-73.97273982
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.81160127,-73.93489192
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.68112759,-73.93618025
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.73978257,-73.97951395
ASTORIA,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.76081061,-73.91862191
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.60055241,-73.97273982
FOREST HILLS,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.72636173,-73.84853396
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.71364602,-74.00360358
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.82892541,-73.95039469
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.66050954,-73.96281426
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.65872327,-73.97515611
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.67397505,-73.98569879
RIDGEWOOD,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.70763173,-73.91584101
BRONX,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.85093348,-73.91457531
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.80186645,-73.94135242
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.78229519,-73.96512584
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.64797458,-74.00370094
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.78229519,-73.96512584
ASTORIA,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.75827569,-73.93335221
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.73555275,-73.95852532
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.72561632,-73.94449701
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.72532531,-73.97621002
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.68179219,-73.93685023
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.73141011,-73.99697276
STATEN ISLAND,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.56145871,-74.1122628
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.71055807,-73.99414219
ASTORIA,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.75934849,-73.91980044
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.64779609,-74.00572617
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.73238407,-74.01035194
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.71558384,-74.00303013
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.71426481,-73.980925
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.79590071,-73.94992812
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.72568573,-73.98076659
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.76092114,-73.98871592
BRONX,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.83933002,-73.8990319
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.67789782,-74.00954311
LONG ISLAND CITY,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.75647412,-73.94726506
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.83043564,-73.93508669
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.82517196,-73.9415017
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.80256169,-73.94299166
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.81569237,-73.94867768
BRONX,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.82684887,-73.9226784
JAMAICA,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.68973631,-73.89032301
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.81160127,-73.93489192
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.81569237,-73.94867768
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.78229519,-73.96512584
FAR ROCKAWAY,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.59603529,-73.74400895
BRONX,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.82324258,-73.8660431
FLUSHING,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.75858018,-73.82561174
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.67216072,-73.98546846
BRONX,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.82835792,-73.92187086
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.80389391,-73.95820461
BRONX,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.87194126,-73.88040812
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.81160127,-73.93489192
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.6471319,-74.00462341
FLUSHING,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.75849777,-73.82556864
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.72839362,-74.00312813
ASTORIA,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.76199425,-73.94247047
RIDGEWOOD,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.68937702,-73.89061207
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.64779609,-74.00572617
FLUSHING,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.73619707,-73.84103136
ASTORIA,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.7655311,-73.94027254
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.70932835,-73.95588692
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.84295677,-73.93466968
BRONX,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.81268459,-73.90928142
BRONX,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.81452987,-73.86521889
BRONX,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.87601046,-73.86212914
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.64748607,-74.00066306
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.72031794,-74.01216827
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.760405,-73.98747426
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.69628785,-73.99118632
SPRINGFIELD GARDENS,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.66309801,-73.76274715
WOODSIDE,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.74141018,-73.90368034
JAMAICA,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.7156711,-73.80169934
RIDGEWOOD,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.70229061,-73.85529689
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.80559563,-73.95818187
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.85926003,-73.93416924
OZONE PARK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.69022488,-73.83898462
COLLEGE POINT,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.79185704,-73.85073961
FLUSHING,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.75635718,-73.82577277
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.64846576,-74.00682174
WOODSIDE,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.74082475,-73.90273211
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.70942959,-74.01110223
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.82517196,-73.9415017
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.71677946,-73.93634091
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.71055807,-73.99414219
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.86987642,-73.92089647
FOREST HILLS,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.72543029,-73.84779647
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.64779609,-74.00572617
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.73104235,-73.99960311
FOREST HILLS,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.72636173,-73.84853396
BRONX,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.81426839,-73.91295333
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.7134017,-74.00463522
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.72556247,-73.98237572
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.71562216,-73.99427522
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.72605395,-73.98353372
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.63081904,-74.01262391
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.64748607,-74.00066306
ELMHURST,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.73652172,-73.87009291
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.85212858,-73.93781992
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.69814607,-73.99144213
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.6471319,-74.00462341
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.60079418,-73.91264826
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.6471319,-74.00462341
BRONX,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.8688507,-73.90722344
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.62964721,-74.01069987
BRONX,New York City Police Department,Noise - Park,Park/Playground,Precinct,NA,NA
BRONX,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.84134164,-73.89267162
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.70299353,-73.9947091
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.80958115,-73.93994763
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.64507599,-73.89322516
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.72666597,-73.9830898
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.83579317,-73.93988783
WOODSIDE,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.74141018,-73.90368034
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.73588925,-73.99120995
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.62071384,-73.9576313
BRONX,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.82854872,-73.85961859
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.68108112,-73.93653724
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.84457547,-73.93347537
JAMAICA,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.67668957,-73.78184964
FLUSHING,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.75635718,-73.82577277
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.6613542,-73.9696801
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.8066027,-73.95749491
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.63746939,-73.91917226
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.72164698,-73.99610737
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.60059358,-73.97274341
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.64498948,-73.98091598
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.8047146,-73.95825466
FOREST HILLS,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.72468803,-73.84899235
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.79428092,-73.949012
NEW YORK,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.80515375,-73.95821827
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.57885798,-73.99809925
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.63964846,-74.03032085
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.69382304,-73.94309906
BROOKLYN,New York City Police Department,Noise - Park,Park/Playground,Precinct,40.67216072,-73.98546846
