"","BOROUGH","ADDRESS","ZIP.CODE","SALE.PRICE"
"17055",1," 140 WEST END AVENUE, 30N                  ",10023,1069500
"17056",1," 140 WEST END AVE, 18K                     ",10023,585000
"17057",1," 140 WEST END AVENUE, 15D                  ",10023,400000
"17058",1," 140 WEST END AVENUE, 4A                   ",10023,315000
"17059",1," 140 WEST END AVENUE, 12K                  ",10023,505000
"17060",1," 140 WEST END AVENUE, 317                  ",10023,500000
"17061",1," 140 WEST END AVENUE, 7K                   ",10023,522500
"17062",1," 140 WEST END AVENUE, 18D                  ",10023,418000
"17063",1," 140 WEST END AVENUE, 16M                  ",10023,600000
"17065",1," 140 WEST END AVENUE, 14H                  ",10023,900000
"17066",1," 140 WEST END AVENUE, 28N                  ",10023,857500
"17067",1," 140 WEST END AVENUE, 19W                  ",10023,385000
"17068",1," 140 WEST END AVENUE, 23H                  ",10023,940000
"17069",1," 140 WEST END AVENUE, 20N                  ",10023,870000
"17070",1," 140 WEST END AVENUE, 27-D                 ",10023,400000
"17071",1," 142 WEST END AVENUE, 12S                  ",10023,315000
"17072",1," 170 WEST END AVENUE, PS9S                 ",10023,60000
"17073",1," 170 WEST END AVENUE, 15P                  ",10023,1025000
"17074",1," 170 WEST END AVENUE, PS R59               ",10023,57500
"17075",1," 170 WEST END AVENUE, 12J                  ",10023,460000
"17076",1," 170 WEST END AVENUE, 14M                  ",10023,317500
"17077",1," 170 WEST END AVENUE, 14A                  ",10023,495000
"17078",1," 170 WEST END AVENUE, 15C                  ",10023,315000
"17079",1," 170 WEST END AVENUE, 6-S                  ",10023,435000
"17080",1," 170 WEST END AVENUE, PSF-7                ",10023,60000
"17081",1," 170 WEST END AVENUE, 23G                  ",10023,320000
"17082",1," 170 WEST END AVENUE, 19A                  ",10023,585000
"17083",1," 170 WEST END AVENUE, R7                   ",10023,42500
"17084",1," 170 WEST END AVENUE, 11H                  ",10023,560000
"17085",1," 170 WEST END AVENUE, 26K                  ",10023,435000
"17086",1," 170 WEST END AVENUE, 270                  ",10023,314000
"17087",1," 170 WEST END AVENUE, 21T                  ",10023,360000
"17088",1," 170 WEST END AVENUE, 15L                  ",10023,320000
"17089",1," 215 WEST 75TH STREET, 3-D                 ",10023,445000
"17090",1," 215 WEST 75TH STREET, 9C                  ",10023,555000
"17091",1," 215 WEST 75TH STREET, 10E                 ",10023,405000
"17092",1," 215 WEST 75TH STREET, 15F                 ",10023,650000
"17093",1," 215 WEST 75TH STREET, 7F                  ",10023,695000
"17094",1," 215 WEST 75TH STREET, 3B                  ",10023,530000
"17095",1," 215 WEST 75TH STREET, 16D                 ",10023,405000
"17096",1," 215 WEST 75TH STREET, 5G                  ",10023,635000
"17097",1," 200 WEST 79TH STREET, 12J                 ",10024,550000
"17098",1," 200 WEST 79TH STREET, 7F                  ",10024,857500
"17099",1," 200 WEST 79TH STREET, 3R                  ",10024,450000
"17100",1," 200 WEST 79TH STREET, 15D                 ",10024,630000
"17101",1," 200 WEST 79TH STREET, 17F                 ",10024,750000
"17102",1," 200 WEST 79TH STREET, 16D                 ",10024,675000
"17103",1," 200 WEST 79TH STREET, 11F                 ",10024,760000
"17104",1," 200 WEST 79TH STREET, 10G                 ",10024,600000
"17105",1," 200 WEST 79TH STREET, 11G                 ",10024,550000
"17106",1," 200 WEST 79TH STREET, 4P                  ",10024,525000
"17107",1," 165 WEST END AVENUE, 28L                  ",10023,400000
"17108",1," 165 WEST END AVENUE, 25K                  ",10023,860000
"17109",1," 165 WEST END AVENUE, 16J                  ",10023,535000
"17110",1," 205 WEST END AVENUE, 19M                  ",10023,610000
"17111",1," 205 WEST END AVENUE, 7-P                  ",10023,950000
"17112",1," 205 WEST END AVENUE, 23G                  ",10023,515000
"17113",1," 165 WEST END AVENUE, 23R                  ",10023,1150000
"17114",1," 165 WEST END AVE, 15F                     ",10023,337500
"17115",1," 165 WEST END AVENUE, 27L                  ",10023,308750
"17116",1," 165 WEST END AVENUE, 10B                  ",10023,542500
"17117",1," 165 WEST END AVENUE, 20P                  ",10023,395000
"17118",1," 165 WEST END AVENUE, 2L                   ",10023,360000
"17119",1," 165 WEST END AVENUE, 4A                   ",10023,415000
"17120",1," 165 WEST END AVENUE, 3N                   ",10023,895000
"17121",1," 165 WEST END AVENUE, 12B                  ",10023,669000
"17122",1," 165 WEST END AVENUE, 5-A                  ",10023,485000
"17123",1," 165 WEST END AVENUE, 19-R                 ",10023,960000
"17124",1," 165 WEST END AVENUE, 23-L                 ",10023,395000
"17125",1," 185 WEST END AVENUE, 21-K                 ",10023,405000
"17126",1," 185 WEST END AVENUE, 7-B                  ",10023,345000
"17127",1," 185 WEST END AVENUE, 4C                   ",10023,935000
"17128",1," 185 WEST END AVE, 9R                      ",10023,675000
"17129",1," 185 WEST END AVENUE, 28A                  ",10023,1300000
"17130",1," 185 WEST END AVENUE, 15P                  ",10023,310000
"17131",1," 185 WEST END AVENUE, 28N                  ",10023,370000
"17132",1," 185 WEST END AVENUE, 16K                  ",10023,300000
"17133",1," 185 WEST END AVENUE, 12H                  ",10023,265000
"17134",1," 185 WEST END AVENUE, 16L                  ",10023,700000
"17135",1," 185 WEST END AVENUE, 8G                   ",10023,515000
"17136",1," 185 WEST END AVENUE, 28B                  ",10023,499750
"17137",1," 185 WEST END AVENUE, 26G                  ",10023,530000
"17138",1," 185 WEST END AVENUE, 19F                  ",10023,960000
"17139",1," 185 WEST END AVE, 25L                     ",10023,691000
"17140",1," 185 WEST END AVENUE, 2G                   ",10023,465000
"17141",1," 185 WEST END AVENUE, 28G                  ",10023,460000
"17142",1," 185 WEST END AVENUE, 28-J                 ",10023,325000
"17143",1," 185 WEST END AVENUE, 15J                  ",10023,315000
"17144",1," 185 WEST END AVENUE, 15R                  ",10023,675000
"17145",1," 185 WEST END AVENUE, 18P                  ",10023,450000
"17146",1," 185 WEST END AVENUE, 26S                  ",10023,455000
"17147",1," 205 WEST END AVENUE, 27J                  ",10023,715000
"17148",1," 205 WEST END AVENUE, 7R                   ",10023,367000
"17149",1," 205 WEST END AVENUE, 3F                   ",10023,360000
"17150",1," 205 WEST END AVENUE, 24A                  ",10023,665000
"17151",1," 205 WEST END AVENUE, 18-G                 ",10023,435600
"17152",1," 205 WEST END AVENUE, 25-K                 ",10023,395000
"17153",1," 205 WEST END AVENUE, 23W                  ",10023,455000
"17154",1," 205 WEST END AVENUE, 4L                   ",10023,577000
"17155",1," 205 WEST END AVENUE, 10A                  ",10023,640000
"17157",1," 205 WEST END AVENUE, 10F                  ",10023,318000
"17158",1," 205 WEST END AVENUE, 20F                  ",10023,405000
"17159",1," 205 WEST END AVENUE, 20-U                 ",10023,1380000
"17160",1," 205 WEST END AVENUE, 15P                  ",10023,995000
"17161",1," 205 WEST END AVENUE, 24-U                 ",10023,1450000
"17162",1," 205 WEST END AVENUE, 12K                  ",10023,475000
"17165",1," 160 AMSTERDAM AVENUE                      ",10023,6500000
"17167",1," 1 CENTRAL PARK WEST, 304                  ",10023,800000
"17169",1," 1 CENTRAL PARK WEST, 812                  ",10023,780000
"17170",1," 1 CENTRAL PARK WEST, 818                  ",10023,1450000
"17171",1," 1 CENTRAL PARK WEST, 622                  ",10023,1200000
"17172",1," 1 CENTRAL PARK WEST, 1022                 ",10023,875000
"17173",1," 1 CENTRAL PARK WEST, 1524                 ",10023,900000
"17177",1," 27 WEST 72 STREET                         ",10023,400000
"17179",1," 1965 BROADWAY, 4C                         ",10023,228150
"17180",1," 1965 BROADWAY, 4C                         ",10023,228150
"17181",1," 1965 BROADWAY, 4C                         ",10023,228150
"17182",1," 1965 BROADWAY, 4F                         ",10023,283920
"17183",1," 1965 BROADWAY, 4G                         ",10023,202800
"17184",1," 1965 BROADWAY, 4J                         ",10023,177450
"17185",1," 1965 BROADWAY, 4K                         ",10023,177450
"17186",1," 1965 BROADWAY, 4L                         ",10023,177450
"17187",1," 1965 BROADWAY, 4L                         ",10023,177450
"17188",1," 1965 BROADWAY, 4L                         ",10023,177450
"17189",1," 1965 BROADWAY, 4L                         ",10023,187590
"17190",1," 1965 BROADWAY, 4U                         ",10023,167310
"17191",1," 1965 BROADWAY, 4U                         ",10023,167310
"17194",1," 155 WEST 66 STREET, 42931                 ",10023,260000
"17197",1," 155 WEST 66 STREET, 430                   ",10023,126750
"17198",1," 155 WEST 66 STREET, 433                   ",10023,172380
"17199",1," 155 WEST 66 STREET, 434                   ",10023,200000
"17200",1," 155 WEST 66 STREET, 435                   ",10023,197500
"17202",1," 155 WEST 66 STREET, 535                   ",10023,200000
"17204",1," 155 WEST 66 STREET, 62931                 ",10023,245000
"17205",1," 155 WEST 66 STREET, 630                   ",10023,142000
"17207",1," 155 WEST 66 STREET, 735                   ",10023,185000
"17208",1," 155 WEST 66 STREET, 833                   ",10023,187000
"17209",1," 155 WEST 66 STREET, 836                   ",10023,157500
"17210",1," 155 WEST 66 STREET, 1028                  ",10023,265000
"17227",1," 220 RIVERSIDE BOULEVARD, 36               ",10069,10000
"17231",1," 220 RIVERSIDE BOULEVARD, 133              ",10069,12000
"17232",1," 220 RIVERSIDE BOULEVARD, 140              ",10069,25000
"17233",1," 220 RIVERSIDE BOULEVARD, 190              ",10069,10000
"17236",1," 240 RIVERSIDE BOULEVARD, SU 27            ",10069,1950000
"17237",1," 240 RIVERSIDE BOULEVARD, SU 87            ",10069,22000
"17238",1," 240 RIVERSIDE BOULEVARD, SU J             ",10069,33000
"17239",1," 120 RIVERSIDE BOULEVARD, SU1              ",10069,20000
"17241",1," 120 RIVERSIDE BOULEVARD, SU64             ",10069,15000
"17245",1," 165 WEST END AVENUE, 1G                   ",10023,293000
"17246",1," 165 WEST END AVENUE, 1M                   ",10023,725000
"17249",1," 206 WEST 77 STREET                        ",10024,45000000
"17252",1," 52 WEST 84 STREET                         ",10024,6216000
"17254",1," 41 WEST 94 STREET                         ",10025,4000000
"17256",1," 171 WEST 89 STREET                        ",10024,5020000
"17258",1," 32 WEST 94 STREET                         ",10025,7150000
"17259",1," 51 WEST 95 STREET                         ",10025,4700000
"17268",1," 45 WEST 84 STREET                         ",10024,4400000
"17271",1," 60 WEST 87 STREET                         ",10024,3400000
"17272",1," 46 WEST 87 STREET                         ",10024,4900000
"17273",1," 22 WEST 88 STREET                         ",10024,3125000
"17276",1," 24 WEST 95 STREET                         ",10025,3350000
"17278",1," 24 WEST 96 STREET                         ",10025,2900000
"17279",1," 108 WEST 80 STREET                        ",10024,3200000
"17285",1," 211 WEST 88 STREET                        ",10024,3850000
"17287",1," 314 WEST 83 STREET                        ",10024,4950000
"17288",1," 308 WEST 88 STREET                        ",10024,200000
"17292",1," 205 WEST 88 STREET                        ",10024,25900000
"17293",1," 294 WEST 92 STREET                        ",10025,6800000
"17295",1," 56 WEST 82ND   STREET, 4                  ",10024,375000
"17296",1," 56 WEST 82ND STREET, RT18                 ",10024,53000
"17297",1," 27 WEST 82ND STREET, 4-A                  ",10024,360000
"17299",1," 51 WEST 82ND STREET, 5                    ",10024,2200000
"17300",1," 28 WEST 87TH STREET, 3B                   ",10024,475000
"17301",1," 28 WEST 87TH STREET, 4B                   ",10024,395000
"17302",1," 35 WEST 87TH STREET, 3B                   ",10024,425000
"17303",1," 35 WEST 87TH STREET, 3A                   ",10024,395000
"17304",1," 34 WEST 88TH STREET, 4                    ",10024,1151000
"17307",1," 42 WEST 89TH STREET, D                    ",10024,975000
"17308",1," 64 WEST 89TH STREET, 4F                   ",10024,410000
"17310",1," 11 WEST 95TH, 4F                          ",10025,395000
"17311",1," 120 WEST 80TH STREET, 4F R                ",10024,1800000
"17312",1," 122 WEST 80 STREET, 3R                    ",10024,365000
"17313",1," 132 WEST 80TH STREET, 3F                  ",10024,365000
"17314",1," 132 WEST 80TH STREET, 2R                  ",10024,495000
"17315",1," 148 WEST 80TH STREET, 3R                  ",10024,388000
"17316",1," 155 WEST 80TH STREET, 5F                  ",10024,300000
"17318",1," 129 WEST 80TH STREET, 1                   ",10024,725000
"17319",1," 123 WEST 80TH STREET, 3-4R                ",10024,2725000
"17320",1," 118 WEST 81ST STREET, 4F                  ",10024,399000
"17321",1," 118 WEST 81ST STREET, BR                  ",10024,590000
"17322",1," 118 WEST 81ST STREET, BF                  ",10024,335000
"17323",1," 134 WEST 81ST STREET, 3F                  ",10024,400000
"17324",1," 134 WEST 81ST STREET, 4-F                 ",10024,375000
"17325",1," 142 WEST 82ND STREET, 2                   ",10024,818000
"17326",1," 142 WEST 82ND STREET, 7                   ",10024,595000
"17327",1," 141 WEST 85TH STREET, 4                   ",10024,599000
"17328",1," 108 WEST 87TH STREET, 2A                  ",10024,390000
"17329",1," 104 WEST 87TH STREET, 1F R                ",10024,905000
"17330",1," 134 WEST 88TH STREET, 4A                  ",10024,887000
"17331",1," 111 WEST 88 STREET, 3F                    ",10024,320226
"17332",1," 170 WEST 89, 4D                           ",10024,632500
"17333",1," 170 WEST 89TH STREET, 2B                  ",10024,577500
"17334",1," 170 WEST 89TH   STREET, 1-D               ",10024,577500
"17335",1," 170 WEST 89TH   STREET, 1-D               ",10024,530000
"17336",1," 205 WEST 84TH   STREET, BD1BD             ",10024,1850000
"17337",1," 204 WEST 85TH STREET, 2                   ",10024,1280000
"17338",1," 202 WEST 85TH STREET, 3                   ",10024,1315000
"17340",1," 202 WEST 92ND STREET, 2F                  ",10025,495000
"17341",1," 204 WEST 92ND STREET, 1F                  ",10025,650000
"17342",1," 204 WEST 92 STREET, 1R                    ",10025,795000
"17343",1," 702 WEST END AVENUE, 5B                   ",10025,592000
"17344",1," 263 WEST 94TH STREET, 123                 ",10025,1500000
"17345",1," 313 WEST 82ND STREET, A                   ",10024,350000
"17347",1," 309 WEST 82, B                            ",10024,400000
"17348",1," 307 WEST 82ND STREET, 4A                  ",10024,570000
"17349",1," 334 WEST 84TH STREET, 3                   ",10024,732500
"17350",1," 311 WEST 85TH STREET, 4                   ",10024,625000
"17351",1," 304 WEST 88TH STREET, GC                  ",10024,732500
"17352",1," 344 WEST 89TH STREET, 2A                  ",10024,525000
"17353",1," 329 WEST 89TH STREET, PHA                 ",10024,792500
"17354",1," 301 WEST 89TH STREET, 1                   ",10024,700000
"17355",1," 301 WEST 89TH STREET, 11                  ",10024,355000
"17356",1," 51 WEST 81ST STREET, 10K                  ",10024,827500
"17357",1," 51 WEST 81ST STREET, 3B                   ",10024,640000
"17358",1," 51 WEST 81ST STREET, 2B                   ",10024,485000
"17359",1," 51 WEST 81ST STREET, 12CD                 ",10024,995000
"17360",1," 15 WEST 81ST STREET, PH-H                 ",10024,6369398
"17361",1," 15 WEST 81ST STREET, 7H                   ",10024,1382500
"17362",1," 15 WEST 81ST STREET, 6 7C                 ",10024,3500000
"17363",1," 15 WEST 81ST, 5H                          ",10024,1320000
"17364",1," 15 WEST 81ST STREET, 9J                   ",10024,1520000
"17365",1," 15 WEST 81ST, 9A                          ",10024,3425000
"17367",1," 11 WEST 81ST STREET, 3B                   ",10024,925000
"17368",1," 211 CENTRAL PARK WEST, 3E                 ",10024,5882500
"17369",1," 211 CENTRAL PARK WEST, 15J                ",10024,3060000
"17370",1," 32 WEST 82 STREET, 2F                     ",10024,395460
"17371",1," 32 WEST 82ND STREET, 5C                   ",10024,850000
"17372",1," 41 WEST 82ND STREET, 2-A                  ",10024,1635000
"17373",1," 35 WEST 82ND STREET, 4-C                  ",10024,790000
"17374",1," 35 WEST 82ND STREET, 7C                   ",10024,880000
"17375",1," 225 CENTRAL PARK WEST, 1018A              ",10024,290000
"17376",1," 225 CENTRAL PARK WEST, 1611               ",10024,297500
"17377",1," 225 CENTRAL PARK WEST, 1619               ",10024,550000
"17378",1," 225 CENTRAL PARK WEST, 1101               ",10024,3825000
"17379",1," 225 CENTRAL PARK WEST, 810                ",10024,629000
"17380",1," 225 CENTRAL PARK WEST, 107                ",10024,482000
"17381",1," 225 CENTRAL PARK WEST, 1207               ",10024,407500
"17382",1," 227 CENTRAL PARK WEST, 5C                 ",10024,480000
"17383",1," 227 CENTRAL PARK WEST, 1A                 ",10024,997000
"17384",1," 46 WEST 83RD STREET, 8H                   ",10024,550000
"17385",1," 46 WEST 83RD STREET, 4E                   ",10024,467000
"17386",1," 55 WEST 83RD STREET, 5A 4A                ",10024,1825000
"17387",1," 55 WEST 83RD STREET, 5C                   ",10024,300000
"17388",1," 230 CENTRAL PARK WEST, 5-CDE              ",10024,3300000
"17389",1," 230 CENTRAL PARK WEST, 6FG                ",10024,565000
"17390",1," 230 CENTRAL PARK WEST, O RM               ",10024,148500
"17391",1," 230 CENTRAL PARK WEST, 2KL                ",10024,1138500
"17392",1," 239 CENTRAL PARK WEST, 4C                 ",10024,1700000
"17393",1," 239 CENTRAL PARK WEST, 3C                 ",10024,1525000
"17394",1," 40 WEST 84TH STREET, 7B                   ",10024,875000
"17395",1," 66 WEST 84TH, 3G                          ",10024,380000
"17396",1," 66 WEST 84TH STREET, 4D                   ",10024,263974
"17397",1," 66 WEST 84TH STREET, 3F                   ",10024,302000
"17398",1," 15 WEST 84TH STREET, 2A 2B                ",10024,1925000
"17399",1," 15 WEST 84TH STREET, 9DE                  ",10024,920000
"17400",1," 257 CENTRAL PARK WEST, 8B                 ",10024,865000
"17401",1," 257 CENTRAL PARK WEST, 11AB               ",10024,500000
"17402",1," 262 CENTRAL PARK WEST, 13F                ",10024,2900000
"17403",1," 262 CENTRAL PARK WEST, 12F                ",10024,3400000
"17404",1," 23 WEST 88TH STREET, 2R                   ",10024,650000
"17405",1," 285 CENTRAL PARK WEST, 3S                 ",10024,6350000
"17406",1," 285 CENTRAL PARK WEST, 8S                 ",10024,6600000
"17407",1," 2 WEST 90TH STREET, 4D                    ",10024,285000
"17409",1," 35 WEST 90TH STREET, 4G                   ",10024,780000
"17410",1," 35 WEST 90TH STREET, 5G                   ",10024,650000
"17411",1," 35 WEST 90TH STREET, 7DF                  ",10024,2150000
"17412",1," 300 CENTRAL PARK WEST, 25-G               ",10024,6000000
"17413",1," 300 CENTRAL PARK WEST, 18D1               ",10024,1400000
"17414",1," 300 CENTRAL PARK WEST, 8E                 ",10024,3860000
"17415",1," 300 CENTRAL PARK WEST, 8A                 ",10024,2825000
"17416",1," 320 CENTRAL PARK WEST, 14G                ",10025,1940000
"17417",1," 320 CENTRAL PARK WEST, 15D                ",10025,950000
"17418",1," 320 CENTRAL PARK WEST, 6DE                ",10025,1030000
"17419",1," 35 WEST 92ND STREET, 10C                  ",10025,1085000
"17420",1," 35 WEST 92ND STREET, 9A                   ",10025,940000
"17421",1," 35 WEST 92ND   STREET, 6G                 ",10025,860000
"17422",1," 35 WEST 92ND STREET, 11EF                 ",10025,1150000
"17423",1," 57-65 WEST 93RD STREET, 5B                ",10025,430000
"17424",1," 57-65 WEST 93RD STREET, 2A                ",10025,430000
"17425",1," 33 WEST 93RD STREET, 2G                   ",10025,610000
"17426",1," 333 CENTRAL PARK WEST, 33                 ",10025,2490000
"17427",1," 333 CENTRAL PARK WEST, 56                 ",10025,2350000
"17428",1," 336 CENTRAL PARK WEST, 7B                 ",10025,2200000
"17429",1," 46 WEST 95TH STREET, 4A                   ",10025,670000
"17430",1," 65 WEST 95TH STREET, 1D                   ",10025,530000
"17431",1," 65 WEST 95TH STREET, 2G                   ",10025,490000
"17432",1," 65 W 95 ST                                ",10025,820000
"17433",1," 65 WEST 95TH STREET, 3B                   ",10025,569000
"17434",1," 65 WEST 95TH STREET, 3C                   ",10025,715000
"17435",1," 65 WEST 95TH STREET, 4C                   ",10025,805000
"17436",1," 65 WEST 95TH STRET, 6C                    ",10025,820000
"17437",1," 12 WEST 96TH STREET, 8C                   ",10025,1040000
"17439",1," 12 WEST 96TH STREET, 7D                   ",10025,935000
"17440",1," 44 WEST 96TH STREET, 4B                   ",10025,405000
"17441",1," 50 WEST 96TH STREET, 1C                   ",10025,700000
"17442",1," 50 WEST 96TH STREET, 4C                   ",10025,730000
"17443",1," 50 WEST 96TH STREET, 16C                  ",10025,999000
"17445",1," 55 WEST 95TH STREET, PHE                  ",10025,865000
"17446",1," 55 WEST 95 STREET, 956                    ",10025,1400000
"17447",1," 55 WEST 95TH STREET, 5                    ",10025,589000
"17448",1," 55 WEST 95TH STREET, 412                  ",10025,1500000
"17449",1," 157 WEST 79TH STREET, 10AE                ",10024,1280000
"17450",1," 157 WEST 79TH STREET, 2A                  ",10024,747500
"17451",1," 157 WEST 79TH STREET, 8-B                 ",10024,823333
"17452",1," 157 WEST 79TH STREET, 6B                  ",10024,770000
"17453",1," 157 WEST 79TH STREET, 3C                  ",10024,400000
"17454",1," 157 WEST 79 STREET, 12E                   ",10024,284000
"17455",1," 145 WEST 79TH STREET, 4B                  ",10024,950000
"17456",1," 135 WEST 79TH STREET, 10C                 ",10024,624000
"17457",1," 135 WEST 79TH STREET, 5B                  ",10024,921748
"17458",1," 135 WEST 79TH STREET, 12B                 ",10024,910000
"17459",1," 127 WEST 79TH STREET, 14H                 ",10024,339000
"17460",1," 127 WEST 79TH STREET, 4DE                 ",10024,1149000
"17461",1," 170 WEST 81ST STREET, 3D                  ",10024,520000
"17462",1," 170 WEST 81ST STREET, 5E                  ",10024,499950
"17463",1," 134 WEST 82ND STREET, 3C                  ",10024,408888
"17464",1," 146 WEST 82ND STREET, 5B                  ",10024,225000
"17465",1," 146 WEST 82ND STREET, 2C                  ",10024,725000
"17466",1," 102 WEST 85TH STREET, 6B                  ",10024,350000
"17467",1," 102 WEST 85 STREET, 3E                    ",10024,325000
"17468",1," 102 WEST 85 STREET, 12A                   ",10024,80000
"17469",1," 102 WEST 85TH   STREET, 11A               ",10024,217000
"17470",1," 160 WEST 85TH STREET, 1K                  ",10024,459850
"17471",1," 160 WEST 85TH STREET, 5J                  ",10024,700000
"17472",1," 130 WEST 86TH STREET, 15B                 ",10024,763687
"17473",1," 145 WEST 86TH STREET, 15-D                ",10024,1040000
"17477",1," 107 WEST 86TH STREET, 16E                 ",10024,505000
"17478",1," 107 WEST 86TH STREET, 8A                  ",10024,739000
"17479",1," 107 WEST 86TH STREET, 8C                  ",10024,1100000
"17480",1," 107 WEST 86TH STREET, 9A                  ",10024,767000
"17481",1," 107 WEST 86TH STREET, 3A                  ",10024,749000
"17482",1," 107 WEST 86TH STREET, 14G                 ",10024,520000
"17483",1," 107 WEST 86TH STREET, 3F                  ",10024,792000
"17484",1," 150 WEST 87TH STREET, 8B                  ",10024,955000
"17485",1," 150 WEST 87TH STREET, 7C                  ",10024,1272812
"17486",1," 150 WEST 87TH STREET, 9C                  ",10024,1050000
"17487",1," 150 W 87 ST, 8A                           ",10024,875000
"17488",1," 150 W 87 ST, 3B                           ",10024,987500
"17489",1," 150 WEST 87TH STREET, 3A                  ",10024,860000
"17490",1," 176 WEST 87TH STREET, 6D                  ",10024,825000
"17491",1," 176 WEST 87TH STREET, 8D                  ",10024,810000
"17492",1," 176 WEST 87TH STREET, 9C                  ",10024,970000
"17493",1," 176 WEST 87 STREET, MD                    ",10024,503500
"17494",1," 175 WEST 93 STREET, 3J                    ",10025,511630
"17495",1," 175 WEST 93 STREET, 2C                    ",10025,994340
"17496",1," 175 WEST 93 STREET, 8B                    ",10025,575000
"17497",1," 175 WEST 93RD STREET, 2E                  ",10025,510000
"17498",1," 175 WEST 93 STREET, 10H                   ",10025,739550
"17499",1," 175 W 93RD STREET, 9D                     ",10025,545000
"17500",1," 175 WEST 93RD STREET, 10G                 ",10025,525000
"17501",1," 175 WEST 93RD STREET, 7B                  ",10025,555000
"17502",1," 175 WEST 93RD STREET, 7A                  ",10025,1250000
"17503",1," 175 WEST 93RD STREET, 10E                 ",10025,591903
"17504",1," 175 WEST 93RD STREET, 2G                  ",10025,749046
"17506",1," 123 WEST 93RD STREET, 7I                  ",10025,811000
"17507",1," 123 WEST 93RD STREET, 6H                  ",10025,350000
"17508",1," 123 WEST 93RD STREET, 1F                  ",10025,750000
"17509",1," 123 WEST 93RD STREET, 10B                 ",10025,315000
"17510",1," 123 WEST 93RD STREET, 10A                 ",10025,575000
"17511",1," 123 WEST 93RD STREET, 10I                 ",10025,777500
"17513",1," 111 WEST 94TH STREET, 4F                  ",10025,662500
"17514",1," 150 WEST 95, PH1                          ",10025,399000
"17515",1," 126 WEST 96TH STREET, 4A                  ",10025,269000
"17516",1," 400 WEST END AVENUE, 18C                  ",10024,1400000
"17517",1," 400 WEST END AVENUE, 7B                   ",10024,2125000
"17518",1," 400 WEST END AVENUE, 1E                   ",10024,560000
"17519",1," 440 WEST END AVENUE, 7-E                  ",10024,800000
"17520",1," 440 WEST END AVENUE, 10E                  ",10024,775000
"17521",1," 254 WEST 82ND STREET, 3C                  ",10024,465000
"17522",1," 254 WEST 82ND STREET, 1A                  ",10024,740000
"17523",1," 450 WEST END AVENUE, 17A                  ",10024,2400000
"17524",1," 470 WEST END AVENUE, 2D                   ",10024,922000
"17525",1," 470 WEST END AVENUE, 4B                   ",10024,2175000
"17526",1," 470 WEST END AVENUE, 14B                  ",10024,1600000
"17527",1," 470 WEST END AVENUE, 6E                   ",10024,1570000
"17528",1," 490 WEST END AVENUE, 9B                   ",10024,1500000
"17529",1," 490 WEST END AVENUE, 11A                  ",10024,2700000
"17530",1," 252 WEST 85TH STREET, 1C                  ",10024,400000
"17531",1," 514 WEST END AVENUE, 11A                  ",10024,1150000
"17532",1," 514 WEST END AVENUE, 7A                   ",10024,995000
"17533",1," 522 WEST END AVENUE, 6A                   ",10024,950000
"17534",1," 200 WEST 86TH STREET, 19A                 ",10024,1600000
"17535",1," 200 WEST 86TH STREET, 20-M                ",10024,1350000
"17536",1," 200 WEST 86TH STREET, 16M                 ",10024,1229371
"17537",1," 200 WEST 86TH STREET, 2L                  ",10024,1210000
"17538",1," 200 WEST 86TH, 12F                        ",10024,670000
"17539",1," 203 WEST 87TH STREET, 43                  ",10024,510000
"17540",1," 203 WEST 87TH STREET, 42                  ",10024,525000
"17541",1," 588 WEST END AVENUE, 15D                  ",10024,490000
"17542",1," 588 WEST END AVENUE, 11D                  ",10024,430000
"17543",1," 588 WEST END AVENUE, 2AB                  ",10024,1860000
"17544",1," 590 WEST END AVENUE, 8E                   ",10024,710000
"17545",1," 590 WEST END AVENUE, 3B                   ",10024,600000
"17546",1," 600 WEST END AVENUE, 10A                  ",10024,929000
"17547",1," 600 WEST END AVENUE, 7A                   ",10024,935000
"17548",1," 210 WEST 90TH STREET, 9L                  ",10024,1250000
"17549",1," 210 WEST 90TH STREET, 2K                  ",10024,537500
"17550",1," 205 WEST 89TH STREET, 9R                  ",10024,740000
"17551",1," 205 WEST 89TH STREET, 10S                 ",10024,1200000
"17552",1," 205 WEST 89TH, 2E                         ",10024,625000
"17553",1," 210 WEST 90TH STREET, PH4                 ",10024,975000
"17554",1," 201 WEST 89TH STREET, 2G                  ",10024,1075000
"17555",1," 201 WEST 89TH STREET, 4G                  ",10024,999999
"17556",1," 201 WEST 89TH, 10G                        ",10024,1100000
"17557",1," 201 WEST 89TH ST, 12B                     ",10024,1100000
"17558",1," 201 WEST 89TH STREET, 3C                  ",10024,530000
"17559",1," 201 WEST 89TH STREET, 12A                 ",10024,1595000
"17560",1," 610 WEST END AVENUE, 5C                   ",10024,2730000
"17561",1," 610 WEST END AVENUE, 2A                   ",10024,4425000
"17562",1," 215 WEST 91ST STREET, 91                  ",10025,950000
"17563",1," 215 WEST 91ST ST, 131                     ",10025,865512
"17564",1," 288 WEST 92 STREET, 5B                    ",10025,425000
"17565",1," 215 WEST 92 STREET, 13C                   ",10025,610000
"17566",1," 215 WEST 92ND STREET, 3F                  ",10025,727000
"17567",1," 215 WEST 92ND STREET, 4F                  ",10025,838000
"17568",1," 670 WEST END AVENUE, 16F                  ",10025,2400000
"17569",1," 670 WEST END AVENUE, 12C                  ",10025,1410000
