"","BOROUGH","ADDRESS","ZIP.CODE","SALE.PRICE"
"5462",1," 465 PARK AVENUE, 12B                      ",10022,2200000
"5463",1," 465 PARK AVENUE, 12A                      ",10022,1800000
"5464",1," 473 5 AVENUE                              ",10017,107982893
"5465",1," 4 EAST 43 STREET                          ",10017,6300000
"5466",1," 11 EAST 51 STREET                         ",10022,20000000
"5467",1," 11 EAST 51 STREET                         ",10022,20000000
"5468",1," 515 MADISON AVENUE                        ",10022,57318335
"5470",1," 46 EAST 50 STREET                         ",10022,10000000
"5472",1," 697 5 AVENUE                              ",10022,42570000
"5476",1," 48 EAST 50 STREET                         ",10022,9250000
"5486",1," 2 EAST 55 STREET, RETAL                   ",10022,74430000
"5487",1," 2 EAST 55 STREET, 807                     ",10022,332740
"5488",1," 2 EAST 55 STREET, 809                     ",10022,195000
"5489",1," 2 EAST 55 STREET, 809                     ",10022,147362
"5491",1," 2 EAST 55 STREET, 822                     ",10022,356928
"5492",1," 2 EAST 55 STREET, 901                     ",10022,550000
"5493",1," 2 EAST 55 STREET, 909                     ",10022,197730
"5494",1," 2 EAST 55 STREET, 921                     ",10022,370000
"5495",1," 2 EAST 55 STREET, 1007                    ",10022,339690
"5496",1," 2 EAST 55 STREET, 1007                    ",10022,339690
"5497",1," 2 EAST 55 STREET, 1035                    ",10022,585493
"5498",1," 2 EAST 55 STREET, 1035                    ",10022,560037
"5499",1," 2 EAST 55 STREET, 1018                    ",10022,585493
"5500",1," 2 EAST 55 STREET, 1103                    ",10022,778961
"5501",1," 2 EAST 55 STREET, 1121                    ",10022,481650
"5502",1," 2 EAST 55 STREET, 1121                    ",10022,481650
"5504",1," 2 EAST 55 STREET, 1136                    ",10022,549855
"5505",1," 2 EAST 55 STREET, 1136                    ",10022,549855
"5506",1," 465 PARK AVENUE                           ",10022,22000000
"5507",1," 130 EAST 59 STREET, A                     ",10022,40733273
"5508",1," 122 EAST 58 STREET                        ",10022,28500000
"5511",1," 320 EAST 51 STREET                        ",10022,3500000
"5516",1," 21 BEEKMAN PLACE                          ",10022,10600000
"5517",1," 322 EAST 51 STREET                        ",10022,3500000
"5518",1," 425 EAST 52 STREET                        ",10022,1157446
"5520",1," 226 EAST 59 STREET                        ",10022,4450000
"5522",1," 324 EAST 52 STREET                        ",10022,7800000
"5523",1," 306 EAST 52 STREET                        ",10022,3000000
"5524",1," 216 EAST 52 STREET                        ",10022,13767532
"5526",1," 313 EAST 46 STREET                        ",10017,44700000
"5529",1," 324 EAST 50TH STREET, 6A                  ",10022,419000
"5532",1," 225 EAST 47TH STREET, 6DE                 ",10017,755000
"5533",1," 235 EAST 49TH STREET, 9D                  ",10017,520000
"5534",1," 221 EAST 50TH STREET, 1E                  ",10022,327000
"5535",1," 221 EAST 50TH STREET, 6D                  ",10022,407000
"5536",1," 221 EAST 50, 5A                           ",10022,337500
"5537",1," 223 EAST 50TH STREET, 2C                  ",10022,330000
"5538",1," 251 EAST 51ST STREET, 17-A                ",10022,625000
"5540",1," 251 EAST 51ST STREET, 5H                  ",10022,350000
"5541",1," 251 EAST 51ST STREET, 4F                  ",10022,760000
"5542",1," 251 EAST 51ST STREET, 2D                  ",10022,340000
"5543",1," 220 EAST 54TH STREET, 3-F                 ",10022,380000
"5544",1," 220 EAST 54TH STREET, 9H                  ",10022,370000
"5545",1," 220 EAST 54TH   STREET, PHC               ",10022,850000
"5546",1," 220 EAST 54TH   STREET, PCH               ",10022,850000
"5547",1," 245 EAST 54TH STREET, 4HJ                 ",10022,920000
"5548",1," 245 EAST 54TH STREET, 23J                 ",10022,310000
"5549",1," 245 EAST 54TH STREET, 20G                 ",10022,480000
"5550",1," 245 EAST 54TH STREET, 21B                 ",10022,472500
"5551",1," 245 EAST 54TH STREET, 24C                 ",10022,380000
"5552",1," 1035 2 AVENUE, 20-S                       ",10022,465000
"5553",1," 1035 2 AVENUE, 7E                         ",10022,275000
"5554",1," 245 EAST 54 STREET, 18L                   ",10022,445000
"5555",1," 245 EAST 54 STREET, 16A                   ",10022,435000
"5556",1," 245 EAST 54TH STREET, 15C                 ",10022,405000
"5557",1," 245 EAST 54TH STREET, 4R                  ",10022,445000
"5558",1," 245 EAST 54TH STREET, 18H                 ",10022,431500
"5559",1," 245 EAST 54 STREET, 23K                   ",10022,459000
"5560",1," 245 EAST 54TH STREET, 17K                 ",10022,470000
"5561",1," 245 EAST 54TH STREET, 28H                 ",10022,432500
"5562",1," 245 EAST  54TH STREET, 5S                 ",10022,480000
"5563",1," 245 EAST 54TH STREET, 21K                 ",10022,460000
"5564",1," 245 EAST 54TH STREET, 3J                  ",10022,300000
"5565",1," 245 EAST 54TH STREET, 28L                 ",10022,463000
"5566",1," 245 EAST 54TH STREET, 14M                 ",10022,495000
"5567",1," 245 EAST 54TH STREET, 12P                 ",10022,432000
"5568",1," 245 EAST 54TH STREET, 14K                 ",10022,465000
"5569",1," 245 EAST 54 STREET, 27N                   ",10022,465000
"5570",1," 1035 2 AVENUE, 5N                         ",10022,450000
"5571",1," 245 EAST 54 STREET, 28T                   ",10022,315000
"5572",1," 245 EAST 54 STREET, 10J                   ",10022,320000
"5573",1," 240 EAST 55TH STREET, 6G                  ",10022,435000
"5574",1," 240 EAST 55 STREET, 2-H                   ",10022,420000
"5575",1," 240 EAST 55 STREET, 8-D                   ",10022,405000
"5576",1," 240 EAST 55TH STREET, 5E                  ",10022,420000
"5577",1," 240 EAST 55 STREET, 6-H                   ",10022,417000
"5578",1," 240 EAST 55 STREET, 5-H                   ",10022,425000
"5579",1," 200 EAST 57TH STREET, 8N                  ",10022,860000
"5580",1," 200 EAST 57TH STREET, 7L                  ",10022,1250000
"5582",1," 200 EAST 57TH STREET, 3C                  ",10022,842000
"5583",1," 200 EAST 57TH STREET, 11E                 ",10022,645000
"5584",1," 200 EAST 57TH STREET, 12F                 ",10022,1325000
"5585",1," 209 EAST 56TH   STREET, 7D                ",10022,424000
"5588",1," 209 EAST 56TH STREET, 3J                  ",10022,337000
"5589",1," 209 EAST 56TH STREET, 6D                  ",10022,495000
"5590",1," 220 EAST 57, 4K                           ",10022,395000
"5591",1," 220 EAST 57 STREET, 11F                   ",10022,446000
"5592",1," 220 EAST 57TH STREET, 11H                 ",10022,675000
"5593",1," 220 EAST 57TH STREET, 4J                  ",10022,332000
"5594",1," 220 EAST 57TH STREET, 15D                 ",10022,537500
"5595",1," 220 EAST 57TH   STREET, 12H               ",10022,535000
"5596",1," 220 EAST 57TH STREET, 12J                 ",10022,325000
"5598",1," 235 EAST 57TH STREET, 14F                 ",10022,1450000
"5599",1," 235 EAST 57TH STREET, 9C                  ",10022,1010000
"5600",1," 235 EAST 57TH STREET, 8A                  ",10022,340000
"5601",1," 305 EAST 40TH STREET, 5J                  ",10016,730000
"5602",1," 305 EAST 40TH STREET, 2J                  ",10016,675000
"5605",1," 305 E. 40 ST, 11L                         ",10016,515000
"5606",1," 305 EAST 40TH STREET, 5W                  ",10016,309000
"5607",1," 305 EAST 40TH STREET, 9C                  ",10016,400000
"5608",1," 305 EAST 40TH   STREET, 11C               ",10016,394000
"5609",1," 305 EAST 40TH STREET, 14H                 ",10016,525000
"5610",1," 305 EAST 40TH STREET, 10L                 ",10016,530000
"5611",1," 305 EAST 40TH STREET, 10N                 ",10016,470000
"5612",1," 305 EAST 40TH STREET, 12S                 ",10016,600000
"5613",1," 2 TUDOR CITY PLACE, 10FS                  ",10017,525000
"5614",1," 2 TUDOR CITY PLACE, 5JS                   ",10017,640000
"5615",1," 2 TUDOR CITY PLACE, 3JS                   ",10017,595000
"5616",1," 2 TUDOR CITY PLACE, 5CS                   ",10017,630000
"5617",1," 2 TUDOR CITY PLACE, 6KS                   ",10017,250000
"5618",1," 2 TUDOR CITY PLACE, 2D                    ",10017,580000
"5619",1," 2 TUDOR CITY PLACE, 7L-S                  ",10017,510000
"5620",1," 5 TUDOR CITY PLACE, 735                   ",10017,296000
"5621",1," 5 TUDOR CITY PLACE, 805                   ",10017,400000
"5622",1," 5 TUDOR CITY PLACE, 2017                  ",10017,285000
"5623",1," 5 TUDOR CITY PLACE, 415                   ",10017,260000
"5624",1," 5 TUDOR CITY PLACE, 831                   ",10017,455000
"5625",1," 5 TUDOR CITY PLACE, 1815                  ",10017,275000
"5626",1," 5 TUDOR CITY PLACE, 1908                  ",10017,249000
"5627",1," 5 TUDOR CITY PLACE, 1806                  ",10017,240000
"5628",1," 5 TUDOR CITY PLACE, 537                   ",10017,199000
"5629",1," 5 TUDOR CITY PLACE, 2203                  ",10017,1262000
"5630",1," 5 TUDOR CITY PLACE, 403                   ",10017,240000
"5631",1," 5 TUDOR CITY PLACE, 505                   ",10017,380000
"5632",1," 5 TUDOR CITY PLACE, 416                   ",10017,263000
"5633",1," 5 TUDOR CITY PLACE, 330                   ",10017,260000
"5634",1," 5 TUDOR CITY PLACE, 2209                  ",10017,1825000
"5635",1," 5 TUDOR CITY PLACE, 1205                  ",10017,305000
"5636",1," 5 TUDOR CITY PLACE, 1103                  ",10017,265000
"5637",1," 5 TUDOR CITY PLACE, 814                   ",10017,230000
"5638",1," 5 TUDOR CITY PLACE, 2210                  ",10017,472500
"5639",1," 5 TUDOR CITY PLACE, 1811                  ",10017,476369
"5640",1," 304 EAST 41ST STREET, 1403A               ",10017,115000
"5641",1," 304 EAST 41ST   STREET, 203A              ",10017,205000
"5642",1," 324 EAST 41ST STREET, 701C                ",10017,810000
"5643",1," 324 EAST 41ST STREET, 502C                ",10017,800000
"5644",1," 324 EAST 41ST STREET, 202C                ",10017,710000
"5645",1," 324 EAST 41ST STREET, 103C                ",10017,605000
"5646",1," 314 EAST 41ST STREET, A1507               ",10017,228150
"5647",1," 304 EAST 41ST STREET, 1401A               ",10017,245000
"5648",1," 325 EAST 41ST STREET, 404                 ",10017,555000
"5649",1," 325 EAST 41ST STREET, 905                 ",10017,735000
"5650",1," 325 EAST 41ST STREET, 108                 ",10017,510000
"5651",1," 325 EAST 41 STREET, 808                   ",10017,480000
"5652",1," 333 EAST 41ST STREET, 3-AB                ",10017,850000
"5655",1," 25 TUDOR CITY PLACE, 1309                 ",10017,288000
"5657",1," 25 TUDOR CITY PLACE, 1815                 ",10017,267000
"5662",1," 25 TUDOR CITY PLACE, 1115                 ",10017,265000
"5663",1," 25 TUDOR CITY PLACE, 2118                 ",10017,625000
"5664",1," 25 TUDOR CITY PLACE, 2115                 ",10017,285000
"5665",1," 25 TUDOR CITY PLACE, 723                  ",10017,270000
"5666",1," 25 TUDOR CITY PLACE, 1302                 ",10017,235000
"5667",1," 25 TUDOR CITY PLACE, 404                  ",10017,159900
"5668",1," 320 EAST 42 ST, 3006                      ",10017,391837
"5669",1," 320 EAST 42ND STREET, 2509                ",10017,330000
"5670",1," 320 EAST 42ND STREET, 2807                ",10017,403000
"5671",1," 320 EAST 42ND STREET, 1004                ",10017,260000
"5672",1," 320 EAST 42ND STREET, 607                 ",10017,265000
"5673",1," 320 EAST 42ND STREET, 1109                ",10017,390000
"5674",1," 320 EAST 42ND STREET, 1812                ",10017,225000
"5675",1," 320 EAST 42ND STREET, 507                 ",10017,265000
"5676",1," 312 EAST 42ND   STREET, 1001              ",10017,328500
"5677",1," 320 EAST 42ND STREET, 1012                ",10017,270000
"5678",1," 320 EAST 42ND STREET, 1704                ",10017,250000
"5679",1," 320 EAST 42ND STREET, 2901                ",10017,1220000
"5680",1," 320 EAST 42ND STREET, 2117                ",10017,222000
"5681",1," 320 EAST 42ND STREET, 1104                ",10017,242000
"5682",1," 320 EAST 42ND ST, 1306                    ",10017,270000
"5683",1," 320 EAST 42ND STREET, 214                 ",10017,275000
"5684",1," 312 EAST 42ND   STREET, 2012              ",10017,559000
"5685",1," 45 TUDOR CITY PLACE, 201                  ",10017,275000
"5686",1," 45 TUDOR CITY PLACE, 1905                 ",10017,315000
"5687",1," 45 TUDOR CITY PLACE, 1103                 ",10017,275000
"5688",1," 321 EAST 43RD STREET, 1011                ",10017,250000
"5689",1," 321 EAST 43RD STREET, PH5                 ",10017,575000
"5690",1," 321 EAST 43RD STREET, 1010                ",10017,250000
"5691",1," 321 EAST 43RD STREET, 112                 ",10017,805000
"5692",1," 321 EAST 43RD STREET, 510                 ",10017,181500
"5693",1," 333 EAST 43RD STREET, 1014                ",10017,500000
"5694",1," 333 EAST 43, 1015                         ",10017,495000
"5695",1," 333 EAST 43RD STREET, 803                 ",10017,480000
"5696",1," 333 EAST 43RD STREET, 521                 ",10017,109000
"5697",1," 333 EAST 43RD STREET, 816                 ",10017,445000
"5698",1," 333 EAST 43RD STREET, 102                 ",10017,438000
"5699",1," 310 EAST 46TH, 10 A                       ",10017,535000
"5700",1," 310 EAST 46TH STREET, 8A                  ",10017,582000
"5701",1," 310 EAST 46TH STREET, 14A                 ",10017,537500
"5702",1," 305 EAST 45TH   STREET, 20E               ",10017,900000
"5703",1," 310 EAST 46TH STREET, 15A                 ",10017,470000
"5704",1," 310 EAST 46TH STREET, 4V                  ",10017,565000
"5705",1," 310 EAST 46TH STREET, 3T                  ",10017,12931827
"5706",1," 310 EAST 46TH STREET, 8K                  ",10017,560000
"5707",1," 310 EAST 46TH STREET, 14D                 ",10017,455000
"5708",1," 310 EAST 46TH STREET, 3Q                  ",10017,450000
"5709",1," 310 EAST 46TH STREET, 4C                  ",10017,450000
"5710",1," 310 EAST 46, 7K                           ",10017,582500
"5711",1," 321 EAST 45TH STREET, 03G                 ",10017,549000
"5712",1," 321 EAST 45TH STREET, PHB                 ",10017,463000
"5713",1," 321 EAST 45TH STREET, 10D                 ",10017,525000
"5714",1," 321 EAST 45TH, 11A                        ",10017,270000
"5715",1," 321 EAST 45TH   STREET, 3H                ",10017,285000
"5716",1," 333 EAST 46TH STREET, 9H                  ",10017,636406
"5718",1," 333 EAST 46TH STREET, 3H                  ",10017,605000
"5719",1," 333 EAST 46TH STREET, 9D                  ",10017,466440
"5720",1," 333 EAST 46TH STREET, 15D                 ",10017,978851
"5721",1," 301 EAST 48 STREET, 2M                    ",10017,400000
"5723",1," 301 EAST 48TH STREET, 16M                 ",10017,442500
"5726",1," 301 EAST 48TH STREET, 8J                  ",10017,586500
"5727",1," 310 EAST 49TH STREET, 5A                  ",10017,244500
"5728",1," 310 EAST 49TH STREET, 8J                  ",10017,255000
"5729",1," 310 EAST 49TH   STREET, 10E               ",10017,260000
"5730",1," 310 EAST 49TH STREET, 8-D                 ",10017,465000
"5731",1," 310 EAST 49TH STREET, 10D                 ",10017,464000
"5732",1," 349 EAST 49TH STREET, 6J                  ",10017,287000
"5733",1," 349 EAST 49TH STREET, 3T                  ",10017,550000
"5734",1," 349 EAST 49TH STREET, 4N                  ",10017,520000
"5735",1," 336 EAST 50TH STREET, 5B                  ",10022,377150
"5736",1," 337 EAST 50TH ST, 2B                      ",10022,275000
"5737",1," 345 EAST 52ND STREET, 4D                  ",10022,950625
"5738",1," 345 EAST 52ND STREET, 3E                  ",10022,645000
"5739",1," 345 EAST 52ND STREET, 2D                  ",10022,815000
"5740",1," 345 EAST 52 STREET, 4F                    ",10022,522500
"5742",1," 342 EAST 53RD STREET, 3E                  ",10022,440000
"5743",1," 333 EAST 53RD STREET, 9BC                 ",10022,800000
"5744",1," 333 EAST 53RD STREET, 6H                  ",10022,515000
"5745",1," 333 EAST 53RD, 1F                         ",10022,463000
"5746",1," 333 EAST 53RD STREET, 6B                  ",10022,257000
"5747",1," 333 EAST 53RD STREET, 11P                 ",10022,604000
"5748",1," 333 EAST 53RD STREET, 2N                  ",10022,235000
"5749",1," 333 EAST 53RD STREET, 10H                 ",10022,569000
"5750",1," 333 EAST 53RD STREET, 3M                  ",10022,410000
"5751",1," 347 EAST 53RD STREET, 7D                  ",10022,570000
"5752",1," 347 EAST 53RD STREET, 5A                  ",10022,581000
"5753",1," 347 EAST 53RD   STREET, 4B                ",10022,550000
"5754",1," 300 EAST 54TH STREET, 28KL                ",10022,2075000
"5755",1," 300 EAST 54TH STREET, 14F                 ",10022,570000
"5756",1," 300 EAST 54TH STREET, 25G                 ",10022,525000
"5757",1," 300 EAST 54TH STREET, 29B                 ",10022,475000
"5758",1," 300 EAST 54TH STREET, 15E                 ",10022,415000
"5759",1," 300 EAST 54TH STREET, 10H                 ",10022,840000
"5760",1," 300 EAST 54TH STREET, 14J                 ",10022,615000
"5761",1," 300 EAST 54TH STREET, 3J                  ",10022,500000
"5762",1," 300 EAST 54TH STREET, 6J                  ",10022,600000
"5763",1," 300 EAST 54TH STREET, 21F                 ",10022,525000
"5764",1," 300 EAST 54TH STREET, 5CD                 ",10022,1050000
"5765",1," 300 EAST 54TH STREET, 25B                 ",10022,438000
"5766",1," 300 EAST 54TH STREET, 15F                 ",10022,485000
"5768",1," 300 EAST 54TH   STREET, 3KL               ",10022,1184500
"5770",1," 321 EAST 54TH STREET, 2J                  ",10022,245000
"5771",1," 345 EAST 54TH STREET, 4F                  ",10022,290000
"5774",1," 333 EAST 55TH STREET, 5ABK                ",10022,1049000
"5775",1," 333 EAST 55TH STREET, 14B                 ",10022,425000
"5776",1," 333 EAST 55TH   STREET, 2H                ",10022,410000
"5777",1," 333 EAST 55TH   STREET, 5G                ",10022,556500
"5778",1," 333 EAST 55TH STREET, 3G                  ",10022,570000
"5779",1," 322 EAST 57TH STREET, 2 3B                ",10022,1300000
"5780",1," 320 EAST 57TH STREET, 5B                  ",10022,635000
"5781",1," 320 EAST 57TH STREET, 10022               ",10022,1150000
"5783",1," 303 EAST 57TH STREET, 24L                 ",10022,1200000
"5784",1," 303 EAST 57TH STREET, 8D                  ",10022,775000
"5785",1," 303 EAST 57TH STREET, 8A                  ",10022,365000
"5786",1," 303 EAST 57TH STREET, 33G                 ",10022,2325000
"5787",1," 303 EAST 57TH STREET, 12C                 ",10022,415000
"5788",1," 303 EAST 57TH STREET, 6AB                 ",10022,1100000
"5789",1," 303 EAST 57TH STREET, 20G                 ",10022,775000
"5790",1," 303 EAST 57TH STREET, 47F                 ",10022,1200000
"5791",1," 303 EAST 57TH STREET, 37AB                ",10022,3000000
"5792",1," 303 EAST 57TH STREET, 21-F                ",10022,730000
"5793",1," 303 EAST 57TH STREET, 40F                 ",10022,1200000
"5794",1," 303 EAST 57TH STREET, 21D                 ",10022,645000
"5795",1," 303 EAST 57TH STREET, 30E                 ",10022,1029000
"5796",1," 303 EAST 57TH STREET, 10G                 ",10022,705000
"5797",1," 303 EAST 57 STREET, 36E                   ",10022,1550000
"5798",1," 303 EAST 57TH STREET, 43E                 ",10022,1512500
"5799",1," 325 EAST 57TH STREET, 12C                 ",10022,553500
"5800",1," 345 EAST 57TH STREET, 4A                  ",10022,1237500
"5801",1," 300 E 59TH ST, 507                        ",10022,605000
"5802",1," 300 EAST 59TH STREET, 502                 ",10022,1215000
"5803",1," 300 EAST 59TH STREET, 604-5               ",10022,1200000
"5804",1," 300 EAST 59TH STREET, 3607                ",10022,905000
"5805",1," 300 EAST 59TH STREET, 1506                ",10022,890000
"5809",1," 10 MITCHELL  PLACE, PH-E                  ",10017,1200000
"5810",1," 10 MITCHELL PLACE, 8C                     ",10017,535000
"5812",1," 10 MITCHELL PLACE, 4A                     ",10017,408000
"5813",1," 2 BEEKMAN PLACE, 3C                       ",10017,1225000
"5815",1," 2 BEEKMAN PLACE, 11G                      ",10017,500000
"5816",1," 2 BEEKMAN PLACE, 14-D                     ",10017,395000
"5817",1," 2 BEEKMAN PLACE, 6G                       ",10017,484800
"5818",1," 1 BEEKMAN PLACE, 11A                      ",10022,4400000
"5819",1," 12 BEEKMAN PLACE, 1B                      ",10022,580000
"5820",1," 12 BEEKMAN PLACE, PHA                     ",10022,2847500
"5821",1," 12 BEEKMAN PLACE, 11E                     ",10022,600000
"5822",1," 30 BEEKMAN PLACE, 10D                     ",10022,1100000
"5823",1," 30 BEEKMAN PLACE, 3D                      ",10022,1075000
"5824",1," 420 EAST 51ST STREET, PHA                 ",10022,1060000
"5827",1," 433 EAST 51ST STREET, 7F                  ",10022,655000
"5828",1," 433 EAST 51ST STREET, 1E                  ",10022,555000
"5829",1," 433 EAST 51ST STREET, 3F                  ",10022,725000
"5830",1," 433 EAST 51ST STREET, 1AB                 ",10022,800000
"5831",1," 439 EAST 51ST STREET, 4C                  ",10022,760000
"5832",1," 434 EAST 52ND STREET, 1G                  ",10022,1390000
"5833",1," 434 EAST 52ND STREET, 9E                  ",10022,1200000
"5834",1," 434 EAST 52ND STREET, 10G                 ",10022,1380000
"5835",1," 424 EAST 52ND STREET, 11G                 ",10022,625000
"5836",1," 424 EAST 52ND STREET, 6C                  ",10022,21087
"5837",1," 424 EAST 52 STREET, 9D                    ",10022,310000
"5838",1," 424 EAST 52 STREET, 3D                    ",10022,350000
"5839",1," 424 EAST 52ND STREET, 8C                  ",10022,860000
"5840",1," 424 EAST 52ND STREET, 11E                 ",10022,940000
"5841",1," 414 EAST 52ND STREET, PHCDF               ",10022,3300000
"5842",1," 414 EAST 52ND STREET, 11A                 ",10022,1275000
"5843",1," 412 EAST 52ND STREET, 9NC                 ",10022,750000
"5844",1," 400 EAST 52ND ST, 14A                     ",10022,1350000
"5845",1," 400 EAST 52ND STREET, 6D                  ",10022,910000
"5846",1," 400 EAST 52ND STREET, 5K                  ",10022,525000
"5847",1," 400 EAST 52ND STREET, 17B                 ",10022,365000
"5848",1," 415 EAST 52ND STREET, 12HAL               ",10022,59500
"5849",1," 415 EAST 52ND STREET, 11E B               ",10022,355000
"5850",1," 415 EAST 52ND STREET, 10MC                ",10022,1325000
"5851",1," 415 EAST 52ND STREET, 9KC                 ",10022,653000
"5852",1," 415 EAST 52ND   STREET, 8MC               ",10022,730000
"5853",1," 415 EAST 52ND STREET, 3MC                 ",10022,475000
"5854",1," 415 EAST 52ND STREET, 9F B                ",10022,435000
"5855",1," 415 EAST 52ND STREET, 6JC                 ",10022,599000
"5856",1," 415 EAST 52ND   STREET, 1HC               ",10022,685000
"5857",1," 415 EAST 52ND STREET, 4 A B               ",10022,350000
"5858",1," 415 EAST 52ND STREET, 9DA                 ",10022,850000
"5859",1," 415 EAST 52ND STREET, 3N C                ",10022,720000
"5860",1," 435 EAST 52ND STREET, 2E                  ",10022,4900000
"5861",1," 435 EAST 52ND STREET, 9A                  ",10022,7100000
"5862",1," 60 SUTTON PLACE SOUTH, 4M-N               ",10022,630000
"5863",1," 60 SUTTON PLACE SOUTH, 12I N              ",10022,400000
"5864",1," 60 SUTTON PLACE SOUTH, 10NS               ",10022,650000
"5865",1," 60 SUTTON PLACE SOUTH, 10DEN              ",10022,2350000
"5866",1," 60 SUTTON PLACE SOUTH, 12FN               ",10022,632500
"5867",1," 60 SUTTON PLACE SOUTH, 3HS                ",10022,635000
"5868",1," 60 SUTTON PLACE SOUTH, 8AS                ",10022,672500
"5869",1," 60 SUTTON PLACE SOUTH, 9LN                ",10022,322500
"5870",1," 60 SUTTON PLACE SOUTH, 12 CS              ",10022,1595000
"5871",1," 60 SUTTON PLACE SOUTH, 3EN                ",10022,742500
"5872",1," 60 SUTTON PLACE SOUTH, 7IS                ",10022,350000
"5873",1," 60 SUTTON PLACE SOUTH, 4AN                ",10022,665000
"5874",1," 425 EAST 54TH   STREET, 3F                ",10022,750000
"5875",1," 420 EAST 55TH STREET, 5D                  ",10022,558000
"5876",1," 420 EAST 55TH STREET, 5-U                 ",10022,165000
"5879",1," 50 SUTTON PLACE SOUTH, 5A                 ",10022,1165000
"5880",1," 50 SUTTON PLACE SOUTH, 16G                ",10022,1450000
"5881",1," 50 SUTTON PLACE SOUTH, 11J                ",10022,1450000
"5882",1," 50 SUTTON PLACE SOUTH, 8E                 ",10022,1225000
"5883",1," 50 SUTTON PLACE SOUTH, 15F                ",10022,840000
"5884",1," 50 SUTTON PLACE SOUTH, 19L                ",10022,397488
"5885",1," 400 EAST 56TH STREET, 5K                  ",10022,455000
"5887",1," 400 EAST56TH STREET, 5H                   ",10022,1140000
"5888",1," 400 EAST 56 STREET, 33RS                  ",10022,1565000
"5889",1," 400 EAST 56TH STREET, 9M                  ",10022,529650
"5890",1," 400 EAST 56TH ST, 34B                     ",10022,1415000
"5891",1," 400 EAST 56TH STREET, 35C                 ",10022,770000
"5892",1," 400 EAST 56TH STREET, 5F                  ",10022,585000
"5893",1," 400 EAST 56TH STREET, 26J                 ",10022,740000
"5896",1," 400 EAST 56TH STREET, 4MN                 ",10022,2300000
"5897",1," 400 EAST 56TH STREET, 40N                 ",10022,1925000
"5898",1," 400 EAST 56TH STREET, 31F                 ",10022,575000
"5899",1," 400 EAST 56TH STREET, 12F                 ",10022,500000
"5900",1," 400 EAST 56TH STREET, 16G                 ",10022,705000
"5901",1," 400 EAST 56TH STREET, 34P                 ",10022,1205000
"5902",1," 400 EAST 56TH ST, 37R                     ",10022,770000
"5903",1," 400 EAST 56TH, 10N                        ",10022,1400400
"5904",1," 400 EAST 56TH STREET, 38P                 ",10022,1210300
"5905",1," 400 EAST 56TH STREET, 27F                 ",10022,554288
"5906",1," 1006 1 AVENUE, 27J                        ",10022,750000
"5907",1," 400 EAST 56TH STREET, 22J                 ",10022,599000
"5908",1," 400 EAST 56TH STREET, 6G                  ",10022,869260
"5909",1," 400 EAST 56TH, 1,3                        ",10022,500000
"5910",1," 36 SUTTON PLACE SOUTH, 7-E                ",10022,350000
"5911",1," 36 SUTTON PLACE SOUTH, 9F                 ",10022,998000
"5912",1," 36 SUTTON PLACE SOUTH, 15A                ",10022,968500
"5913",1," 36 SUTTON PLACE SOUTH, 15B                ",10022,600000
"5914",1," 36 SUTTON PLACE SOUTH, 12B                ",10022,530000
"5915",1," 20 SUTTON PLACE SOUTH, 4D                 ",10022,1262500
"5916",1," 20 SUTTON PLACE SOUTH, 5C                 ",10022,1100000
"5917",1," 440 EAST 56TH STREET, 12G                 ",10022,801000
"5918",1," 430 EAST 56 STREET, 10 B                  ",10022,870000
"5921",1," 14 SUTTON PLACE SOUTH, 14C                ",10022,1125000
"5922",1," 14 SUTTON PLACE SOUTH, 4A                 ",10022,1350000
"5923",1," 14 SUTTON PLACE SOUTH, 2C                 ",10022,660000
"5924",1," 14 SUTTON PLACE SOUTH, 8E                 ",10022,690000
"5925",1," 2 SUTTON PLACE SOUTH, 2C                  ",10022,1150000
"5926",1," 2 SUTTON PLACE SOUTH, 14A                 ",10022,2000000
"5927",1," 2 SUTTON PLACE SOUTH, PH-F                ",10022,1725000
"5928",1," 424 EAST 57TH STREET, 1C                  ",10022,1306000
"5929",1," 424 EAST 57TH STREET, 6BF                 ",10022,940000
"5930",1," 411 EAST 57TH STREET, 17E                 ",10022,400000
"5931",1," 411 EAST 57TH STREET, 16E                 ",10022,450000
"5932",1," 411 EAST 57TH STREET, 18G                 ",10022,449000
"5933",1," 419 EAST 57TH   STREET, 14A               ",10022,1100000
"5934",1," 419 EAST 57TH STREET, 7B                  ",10022,760000
"5935",1," 419 EAST 57TH STREET, 6F                  ",10022,945000
"5936",1," 419 EAST 57TH STREET, MAIDS               ",10022,70000
"5937",1," 419 EAST 57TH STREET, 8F                  ",10022,994500
"5938",1," 419 EAST 57TH STREET, 7C                  ",10022,1666146
"5939",1," 435 EAST 57TH STREET, 3B                  ",10022,970000
"5940",1," 4 SUTTON PLACE, PHH                       ",10022,263032
"5941",1," 16 SUTTON PLACE, 2B                       ",10022,1100000
"5942",1," 425 EAST 58TH STREET, 41FGH               ",10022,5000000
"5943",1," 425 EAST 58TH STREET, 12C                 ",10022,1125000
"5944",1," 425 EAST 58TH STREET, 12D                 ",10022,1595000
"5945",1," 425 EAST 58TH STREET, 23C                 ",10022,1455000
"5946",1," 425 EAST 58TH STREET, 4A                  ",10022,1300000
"5947",1," 425 EAST 58TH STREET, 23A                 ",10022,2250000
"5948",1," 425 EAST 58TH STREET, 3G                  ",10022,1325000
