OBJECTID,the_geom,Boro,Type,Provider,Park_Wifi,Location,Lat,Long_,X,Y,Location_T,Remarks,City,Zip
183,POINT (-73.91009999963268 40.74780000034494),QU,Limited Free,TimeWarner,Lawrence Virgilio Playground,Near the Woodside Avenue and 38th Road entrance,40.7478000003,-73.9100999996,1009159.66933,211733.138263,,,Queens,
184,POINT (-73.90949999993764 40.74739999993984),QU,Limited Free,TimeWarner,Lawrence Virgilio Playground,Near the Woodside Avenue and 54th Street entrance,40.7473999999,-73.9094999999,1009326.06893,211587.576547,,,Queens,
185,POINT (-73.90889999973407 40.74689999959743),QU,Limited Free,TimeWarner,Lawrence Virgilio Playground,Near the Woodside Avenue and 55th Street Entrance to Doughboy Plaza,40.7468999996,-73.9088999997,1009492.50856,211405.582816,,,Queens,
187,POINT (-73.90280000044497 40.65609999964122),BK,Limited Free,Cablevision,Brownsville Playground,Gymnasium,40.6560999996,-73.9028000004,1011219.43818,178326.26971,,,Brooklyn,
188,POINT (-73.90280000006058 40.65669999998774),BK,Limited Free,Cablevision,Brownsville Playground,Weight & Fitness room,40.6567,-73.9028000001,1011219.19572,178544.866385,,,Brooklyn,
189,POINT (-73.90279999978394 40.65590000011623),BK,Limited Free,Cablevision,Brownsville Playground,Multi-purpose room,40.6559000001,-73.9027999998,1011219.51921,178253.40437,,,Brooklyn,
190,POINT (-73.90270000035346 40.65639999991893),BK,Limited Free,Cablevision,Brownsville Playground,Teen Room,40.6563999999,-73.9027000004,1011247.06312,178435.598887,,,Brooklyn,
191,POINT (-73.9026999998415 40.65709999999561),BK,Limited Free,Cablevision,Brownsville Playground,Baseball field,40.6571,-73.9026999998,1011246.77998,178690.628233,,,Brooklyn,
192,POINT (-73.9025999998015 40.65620000041262),BK,Limited Free,Cablevision,Brownsville Playground,Game Room,40.6562000004,-73.9025999998,1011274.89049,178362.764387,,,Brooklyn,
193,POINT (-73.90250000032248 40.656099999676684),BK,Limited Free,Cablevision,Brownsville Playground,Lobby,40.6560999997,-73.9025000003,1011302.67718,178326.362229,,,Brooklyn,
194,POINT (-73.90220000041815 40.65710000009285),BK,Limited Free,Cablevision,Brownsville Playground,Handball Court,40.6571000001,-73.9022000004,1011385.50937,178690.78276,,,Brooklyn,
195,POINT (-73.90139999991044 40.656999999936694),BK,Limited Free,Cablevision,Brownsville Playground,Basketball Courts,40.6569999999,-73.9013999999,1011607.51778,178654.598777,,,Brooklyn,
196,POINT (-73.89910000028085 40.864599999793676),BX,Limited Free,Cablevision,St. James Park,Front seating area of recreation center,40.8645999998,-73.8991000003,1012158.55277,254290.80282,,,Bronx,
197,POINT (-73.88539999943441 40.718800000148136),QU,Limited Free,TimeWarner,Juniper Valley Park,Near the 71st Street and Lutheran Avenue Entrance,40.7188000001,-73.8853999994,1016017.41316,201175.526504,,,Queens,
198,POINT (-73.88530000042057 40.71920000013308),QU,Limited Free,TimeWarner,Juniper Valley Park,West of the Basketball Courts,40.7192000001,-73.8853000004,1016044.9423,201321.294914,,,Queens,
199,POINT (-73.88490000033852 40.720500000254695),QU,Limited Free,TimeWarner,Juniper Valley Park,"Near Lutheran Avenue, West of the Running Track",40.7205000003,-73.8849000003,1016155.20029,201795.069885,,,Queens,
200,POINT (-73.8822999997315 40.71829999969071),QU,Limited Free,TimeWarner,Juniper Valley Park,Near Juniper Boulevard South and 75th Street,40.7182999997,-73.8822999997,1016876.98526,200994.50062,,,Queens,
201,POINT (-73.87789999946217 40.72110000008641),QU,Limited Free,TimeWarner,Juniper Valley Park,West of the Basketball Courts,40.7211000001,-73.8778999995,1018095.26301,202016.295164,,,Queens,
202,POINT (-73.8778000004694 40.72030000022282),QU,Limited Free,TimeWarner,Juniper Valley Park,Near the Playground,40.7203000002,-73.8778000005,1018123.38861,201724.869566,,,Queens,
203,POINT (-73.87730000058284 40.72060000033297),QU,Limited Free,TimeWarner,Juniper Valley Park,Near the Asphalt Baseball Field,40.7206000003,-73.8773000006,1018261.83354,201834.362457,,,Queens,
204,POINT (-73.87710000005328 40.71970000043605),QU,Limited Free,TimeWarner,Juniper Valley Park,Near Juniper Boulevard South and 75th Street,40.7197000004,-73.8771000001,1018317.73271,201506.542903,,,Queens,
205,POINT (-73.87129999960226 40.87300000004361),BX,Limited Free,Cablevision,Bronx Park,Rosewood Playground,40.873,-73.8712999996,1019843.42486,257361.326206,,,Bronx,
